GEN_OK ready 293 · publishing 293 (skip already applied/qarth)

[WALMART][STORE1] token issued, expires at 2026-07-13T00:00:39.690Z
[WALMART][STORE1] GET /v3/items/FaisalX-319 → 200 (tokens: 149, 421ms, cid=8e25f7bc-b1b1-43b4-a58c-a171faf1da90)
[WALMART][STORE1] GET /v3/items/FaisalX-3454 → 200 (tokens: 149, 426ms, cid=3654618f-0d85-42bb-8ca8-834ffc59ca2c)
[WALMART][STORE1] GET /v3/items/FaisalX-3654 → 200 (tokens: 148, 495ms, cid=08bc7378-027e-4d2c-9c10-4968fb476a8d)
[WALMART][STORE1] GET /v3/items/FaisalX-3724 → 200 (tokens: 149, 430ms, cid=8f927109-884e-48f8-8496-5b12a6030573)
[WALMART][STORE1] GET /v3/items/FaisalX-3637 → 200 (tokens: 149, 385ms, cid=8a2247ba-6f25-40cc-b35f-296824546ffa)
[WALMART][STORE1] GET /v3/items/FaisalX-367 → 200 (tokens: 149, 449ms, cid=b0858eba-f0db-4621-9d56-91bb45e1c1b3)
[WALMART][STORE1] GET /v3/items/FaisalX-3785 → 200 (tokens: 149, 455ms, cid=b4d64462-eb62-473a-8f11-8743c5cf34bb)
[WALMART][STORE1] GET /v3/items/FaisalX-402 → 200 (tokens: 149, 403ms, cid=98c7cfd3-9c72-4f1e-9f13-d1e63ec1f728)
[WALMART][STORE1] GET /v3/items/FaisalX-5192 → 200 (tokens: 148, 453ms, cid=31687153-81d1-4a76-bfab-fa1486cf2a90)
[WALMART][STORE1] GET /v3/items/FaisalX-5190 → 200 (tokens: 149, 512ms, cid=d8263b39-5f64-41ec-91ae-ef6681a05f98)
[WALMART][STORE1] GET /v3/items/FaisalX-4498 → 200 (tokens: 149, 412ms, cid=d6f60289-c72a-49ac-9391-0980e61d9dc2)
[WALMART][STORE1] GET /v3/items/FaisalX-5619 → 200 (tokens: 149, 414ms, cid=c89e566c-e7e4-46c1-b7bb-b61e51b66afd)
[WALMART][STORE1] GET /v3/items/FaisalX-5315 → 200 (tokens: 148, 458ms, cid=0ccd90b5-f242-47b5-8557-be02a22323f6)
[WALMART][STORE1] GET /v3/items/RizwanX-140 → 200 (tokens: 147, 555ms, cid=34889a29-97e4-4022-99f3-7477354f6c89)
[WALMART][STORE1] GET /v3/items/RizwanX-220 → 200 (tokens: 149, 403ms, cid=0d899d19-5534-4ba5-ab1c-c62230e30133)
[WALMART][STORE1] GET /v3/items/RizwanX-2205 → 200 (tokens: 149, 493ms, cid=c7911999-4411-4189-a757-060a754eb88e)
[WALMART][STORE1] GET /v3/items/RizwanX-2194 → 200 (tokens: 149, 458ms, cid=d1ac137b-3909-4d57-8dc0-85ca5dd10032)
[WALMART][STORE1] GET /v3/items/RizwanX-2275 → 200 (tokens: 149, 458ms, cid=ea6a5d1b-a079-4bb6-93fc-b0e9fb30fa21)
[WALMART][STORE1] GET /v3/items/RizwanX-2293 → 200 (tokens: 149, 492ms, cid=7d9f7303-d362-4bce-a1e6-d730a3edacb1)
[WALMART][STORE1] GET /v3/items/RizwanX-2285 → 200 (tokens: 149, 522ms, cid=7ab7ea4a-f795-475a-a42f-d0d81af4583a)
[WALMART][STORE1] GET /v3/items/RizwanX-2325 → 200 (tokens: 149, 421ms, cid=66d125cf-f865-41bd-9363-2266b628c4a4)
[WALMART][STORE1] GET /v3/items/RizwanX-2406 → 200 (tokens: 149, 427ms, cid=9e5841e4-6a8b-4e80-88f5-417d2075bd35)
[WALMART][STORE1] GET /v3/items/RizwanX-2450 → 200 (tokens: 149, 472ms, cid=876cb7cf-24dc-4aec-a70f-2f1ffcac040d)
[WALMART][STORE1] GET /v3/items/RizwanX-2705 → 200 (tokens: 149, 426ms, cid=a2132e51-0438-4cdc-bd27-98d9a2343cda)
[WALMART][STORE1] GET /v3/items/RizwanX-2956 → 200 (tokens: 149, 442ms, cid=5801bd8f-f04f-4b7b-bcef-068b5d235162)
[WALMART][STORE1] GET /v3/items/RizwanX-3026 → 200 (tokens: 149, 457ms, cid=2121cb3e-9221-4c19-9b7a-e6215d142529)
[WALMART][STORE1] GET /v3/items/RizwanX-3178 → 200 (tokens: 149, 446ms, cid=35bafdd1-f78a-4ec9-8462-72963ba6122f)
[WALMART][STORE1] GET /v3/items/RizwanX-3088 → 200 (tokens: 149, 539ms, cid=bae8ab1c-c679-4844-bdf4-0ce6f67dd092)
[WALMART][STORE1] GET /v3/items/RizwanX-2985 → 200 (tokens: 149, 405ms, cid=ec6f543e-cc12-416a-8f12-80242aa46e71)
[WALMART][STORE1] GET /v3/items/RizwanX-2748 → 200 (tokens: 149, 405ms, cid=04ac488f-2db2-429c-9a5b-3c649e1f1fdd)
[WALMART][STORE1] GET /v3/items/FaisalX-1155 → 200 (tokens: 149, 419ms, cid=0c236ed9-c8ec-469a-a4da-e5a581c2944a)
[WALMART][STORE1] GET /v3/items/FaisalX-1143 → 200 (tokens: 149, 399ms, cid=2e900d84-21e3-4aa9-b65f-d933b87a0308)
[WALMART][STORE1] GET /v3/items/RizwanX-3260 → 200 (tokens: 149, 463ms, cid=456442e0-c2a1-4a24-bbcc-688987e81bce)
[WALMART][STORE1] GET /v3/items/FaisalX-1247 → 200 (tokens: 149, 406ms, cid=36c8cf4e-efa3-4b23-9284-2965f3961740)
[WALMART][STORE1] GET /v3/items/FaisalX-1228 → 200 (tokens: 149, 428ms, cid=2287d3a1-9404-48f7-bbe1-e84506992b45)
[WALMART][STORE1] GET /v3/items/FaisalX-1212 → 200 (tokens: 149, 412ms, cid=d857b29a-1275-40e2-90d9-b4b397745539)
[WALMART][STORE1] GET /v3/items/FaisalX-1214 → 200 (tokens: 149, 487ms, cid=d1cc08dd-18da-49ba-a739-78548858c061)
[WALMART][STORE1] GET /v3/items/FaisalX-1845 → 200 (tokens: 149, 537ms, cid=c0ac9558-5495-4a0f-ae4c-353c0739f19f)
[WALMART][STORE1] GET /v3/items/FaisalX-2011 → 200 (tokens: 149, 429ms, cid=550878d9-1eb6-4c8c-b9c2-3d4b0af215ec)
[WALMART][STORE1] GET /v3/items/FaisalX-2658 → 200 (tokens: 149, 482ms, cid=59529c0b-6068-487d-97e7-3c2342fbd933)
[WALMART][STORE1] GET /v3/items/FaisalX-2535 → 200 (tokens: 149, 473ms, cid=a8fc6dc8-4c5b-4f49-bc14-ef3f018008a3)
[WALMART][STORE1] GET /v3/items/FaisalX-2225 → 200 (tokens: 149, 476ms, cid=d1f8bfdb-8ee5-4666-abca-77a20c93cefd)
[WALMART][STORE1] GET /v3/items/FaisalX-2731 → 200 (tokens: 149, 420ms, cid=63843404-c827-4b3f-b71d-e002366e4756)
[WALMART][STORE1] GET /v3/items/FaisalX-303 → 200 (tokens: 149, 417ms, cid=01c5e7b5-129c-4516-9c9d-779cc76d31da)
[WALMART][STORE1] GET /v3/items/FaisalX-3446 → 200 (tokens: 149, 395ms, cid=cb5db81c-0422-4f29-b39d-52248b90bdbc)
[WALMART][STORE1] GET /v3/items/FaisalX-3488 → 200 (tokens: 149, 425ms, cid=52f8be16-9d46-4616-8408-ffd37d9eb216)
[WALMART][STORE1] GET /v3/items/FaisalX-3692 → 200 (tokens: 149, 487ms, cid=df952209-2aad-433e-b9f1-0efedf6cab62)
[WALMART][STORE1] GET /v3/items/FaisalX-3678 → 200 (tokens: 149, 477ms, cid=856b500a-6920-43b2-afa0-da690f1783e4)
[WALMART][STORE1] GET /v3/items/FaisalX-3776 → 200 (tokens: 149, 458ms, cid=b843c7fe-7cc2-4bda-abe9-fe3c3c6112a6)
[WALMART][STORE1] GET /v3/items/FaisalX-384 → 200 (tokens: 149, 634ms, cid=21abab2d-ada0-4d21-9fb8-2a2e9fb1a3ba)
[WALMART][STORE1] GET /v3/items/FaisalX-3793 → 200 (tokens: 149, 473ms, cid=bdf9c798-3ac4-4941-a7ba-deab8e55090c)
[WALMART][STORE1] GET /v3/items/FaisalX-3748 → 200 (tokens: 149, 565ms, cid=1ffc1852-9fb3-40b7-aa96-b227f985657c)
[WALMART][STORE1] GET /v3/items/FaisalX-401 → 200 (tokens: 149, 458ms, cid=a05da64d-b62b-49fa-a30a-4e011c8ed183)
[WALMART][STORE1] GET /v3/items/FaisalX-4235 → 200 (tokens: 148, 402ms, cid=2fae1e2d-8ecc-41f1-910d-a5498e4235eb)
[WALMART][STORE1] GET /v3/items/FaisalX-4301 → 200 (tokens: 149, 583ms, cid=6fe31532-d18d-4616-9de2-a99ef27ced51)
[WALMART][STORE1] GET /v3/items/FaisalX-4736 → 200 (tokens: 149, 450ms, cid=13a3bedf-c051-477c-8ef9-4aa5978b0698)
[WALMART][STORE1] GET /v3/items/FaisalX-4494 → 200 (tokens: 149, 492ms, cid=799cdfc6-02ef-487d-98a6-bf75fcc30e4d)
[WALMART][STORE1] GET /v3/items/FaisalX-5422 → 200 (tokens: 149, 428ms, cid=7fe27140-7b87-4815-ae87-4c7f6bd0b389)
[WALMART][STORE1] GET /v3/items/FaisalX-5614 → 200 (tokens: 149, 446ms, cid=698c3389-a196-44ae-8de4-4ddde050b741)
[WALMART][STORE1] GET /v3/items/FaisalX-5342 → 200 (tokens: 149, 451ms, cid=089504ce-ec9d-4851-a50f-e2e48654d7ed)
[WALMART][STORE1] GET /v3/items/RizwanX-134 → 200 (tokens: 149, 556ms, cid=788310a0-88d4-4a43-9614-0a3e0763739d)
[WALMART][STORE1] GET /v3/items/RizwanX-167 → 200 (tokens: 149, 453ms, cid=450f86df-b693-4844-952d-46d55f78c5e8)
[WALMART][STORE1] GET /v3/items/RizwanX-136 → 200 (tokens: 149, 401ms, cid=02ee3744-7877-4257-aa20-d368e0bbfb24)
[WALMART][STORE1] GET /v3/items/RizwanX-198 → 200 (tokens: 148, 410ms, cid=7f0df3c0-67be-43fc-acc0-04f943a8eaf4)
[WALMART][STORE1] GET /v3/items/RizwanX-126 → 200 (tokens: 149, 470ms, cid=558a176b-466a-4be0-ba6f-62c91e522887)
[WALMART][STORE1] GET /v3/items/RizwanX-2416 → 200 (tokens: 149, 485ms, cid=20f29898-f821-4607-969e-7ce3258368d4)
[WALMART][STORE1] GET /v3/items/RizwanX-2393 → 200 (tokens: 149, 428ms, cid=7c233250-6f5d-49a5-a484-53cb8007a3f5)
[WALMART][STORE1] GET /v3/items/RizwanX-2694 → 200 (tokens: 149, 438ms, cid=c04ad0ed-e128-4e92-b804-faa99bb1d797)
[WALMART][STORE1] GET /v3/items/RizwanX-2695 → 200 (tokens: 149, 430ms, cid=251b6cbb-71ec-4869-851a-a494fdb6fb86)
[WALMART][STORE1] GET /v3/items/RizwanX-2685 → 200 (tokens: 149, 412ms, cid=13d119c2-311f-4780-a1cc-349e4585ee62)
[WALMART][STORE1] GET /v3/items/RizwanX-3100 → 200 (tokens: 148, 579ms, cid=d805b994-481f-4950-ab7b-52db3a49b3dc)
[WALMART][STORE1] GET /v3/items/RizwanX-2783 → 200 (tokens: 149, 466ms, cid=35546e70-271b-439d-af74-7f66384a8b5f)
[WALMART][STORE1] GET /v3/items/RizwanX-3151 → 200 (tokens: 149, 562ms, cid=d4987028-1868-4d45-afab-382267d7cde9)
[WALMART][STORE1] GET /v3/items/RizwanX-3067 → 200 (tokens: 149, 489ms, cid=8d91c3da-68ef-4832-a34e-e5c4dc9644b2)
[WALMART][STORE1] GET /v3/items/RizwanX-3321 → 200 (tokens: 149, 467ms, cid=a03caf91-2e08-43b5-acd7-485b818a6ea7)
[WALMART][STORE1] GET /v3/items/RizwanX-3153 → 200 (tokens: 149, 506ms, cid=83efa81f-2773-4381-bb01-45cb5ae09a2c)
[WALMART][STORE1] GET /v3/items/RizwanX-3210 → 200 (tokens: 149, 476ms, cid=50882d10-f452-4691-9932-ac5c8d2fc65e)
[WALMART][STORE1] GET /v3/items/RizwanX-3322 → 200 (tokens: 149, 549ms, cid=eb2abf1b-a09c-464e-a6d2-10c27ca7262d)
[WALMART][STORE1] GET /v3/items/RizwanX-3285 → 200 (tokens: 149, 488ms, cid=c6902ddc-dda0-4a37-b42a-5a943b9798f1)
[WALMART][STORE1] GET /v3/items/RizwanX-3805 → 200 (tokens: 149, 667ms, cid=58d28d4a-810b-4a4a-9d39-e4c7833a8843)
[WALMART][STORE1] GET /v3/items/RizwanX-50 → 200 (tokens: 148, 519ms, cid=a38c3041-e62f-4224-8881-e7790067848f)
[WALMART][STORE1] GET /v3/items/FaisalX-1138 → 200 (tokens: 149, 486ms, cid=8ed70ba8-40e3-4265-9ab8-a357c2b1b340)
[WALMART][STORE1] GET /v3/items/FaisalX-257 → 200 (tokens: 148, 402ms, cid=84209ebd-945b-4133-9eee-e646f54ee8c5)
[WALMART][STORE1] GET /v3/items/FaisalX-2515 → 200 (tokens: 149, 420ms, cid=687ecb15-bbab-4401-b1fc-e090aa5897dc)
[WALMART][STORE1] GET /v3/items/FaisalX-249 → 200 (tokens: 149, 634ms, cid=1044e1b5-6b8a-4267-8ddf-5203c5eac4c1)
[WALMART][STORE1] GET /v3/items/FaisalX-1770 → 200 (tokens: 149, 474ms, cid=1d32364f-4f8b-4ffa-81f7-96c245e9ab15)
[WALMART][STORE1] GET /v3/items/FaisalX-1635 → 200 (tokens: 149, 451ms, cid=990606a3-43f3-4c74-a1ae-7eff26ed928f)
[WALMART][STORE1] GET /v3/items/FaisalX-1810 → 200 (tokens: 149, 418ms, cid=bf25a4a7-e152-471e-ada7-cfb5a73c9d6f)
[WALMART][STORE1] GET /v3/items/FaisalX-2607 → 200 (tokens: 148, 515ms, cid=a92b37ed-b3f7-4ac9-88cd-300a0d42d55b)
[WALMART][STORE1] GET /v3/items/FaisalX-298 → 200 (tokens: 149, 453ms, cid=93fafdf5-4d15-4d1a-b1ed-44c12d702ce7)
[WALMART][STORE1] GET /v3/items/FaisalX-3758 → 200 (tokens: 149, 465ms, cid=99bd7265-0071-420c-b515-a1ae55e889b4)
[WALMART][STORE1] GET /v3/items/FaisalX-3727 → 200 (tokens: 148, 420ms, cid=c639d42a-0d9a-44ac-b3bd-b6f6a2a13627)
[WALMART][STORE1] GET /v3/items/FaisalX-3467 → 200 (tokens: 149, 557ms, cid=7c375dad-cb30-41f5-ac72-5ba4291c4539)
[WALMART][STORE1] GET /v3/items/FaisalX-3374 → 200 (tokens: 149, 470ms, cid=989c5d82-3cc5-4433-8a6f-b4f98b038e56)
[WALMART][STORE1] GET /v3/items/FaisalX-3503 → 200 (tokens: 149, 410ms, cid=e7d72acb-f67c-4396-9f6e-cb62a6d363db)
[WALMART][STORE1] GET /v3/items/FaisalX-4044 → 200 (tokens: 149, 431ms, cid=464a4b83-ecfd-46a5-8ee1-223f3d4ee129)
[WALMART][STORE1] GET /v3/items/FaisalX-3943 → 200 (tokens: 149, 457ms, cid=cdefacda-de9b-4e7f-95a2-f250c34516c7)
[WALMART][STORE1] GET /v3/items/FaisalX-4124 → 200 (tokens: 149, 610ms, cid=4e1aa8aa-8544-4bcc-a20c-e3b9fb599661)
[WALMART][STORE1] GET /v3/items/FaisalX-393 → 200 (tokens: 149, 419ms, cid=0e9fec5e-1b1c-4856-aff4-1ba465504078)
[WALMART][STORE1] GET /v3/items/FaisalX-4481 → 200 (tokens: 149, 437ms, cid=fe61fb7b-73cc-4fed-9c14-9e8bb48c17e0)
[WALMART][STORE1] GET /v3/items/FaisalX-4761 → 200 (tokens: 149, 396ms, cid=324703f5-c8dc-4ad9-9736-6f027012a1b3)
[WALMART][STORE1] GET /v3/items/FaisalX-5360 → 200 (tokens: 149, 412ms, cid=457191aa-d5bc-425d-a76d-a9220619781b)
[WALMART][STORE1] GET /v3/items/RizwanX-179 → 200 (tokens: 149, 420ms, cid=d721cbe7-0bee-4dbd-bc54-cad5efd0ecce)
[WALMART][STORE1] GET /v3/items/RizwanX-137 → 200 (tokens: 149, 429ms, cid=af548a6e-3911-4079-8dba-7380f8ba7d40)
[WALMART][STORE1] GET /v3/items/RizwanX-161 → 200 (tokens: 149, 427ms, cid=08e1a17c-6750-4b71-b831-cdf6c41b9176)
[WALMART][STORE1] GET /v3/items/RizwanX-2198 → 200 (tokens: 149, 574ms, cid=4a448314-0852-4faf-9908-04cd35e0d3de)
[WALMART][STORE1] GET /v3/items/RizwanX-2366 → 200 (tokens: 149, 469ms, cid=1327439e-6689-4b03-9a3e-659a64ff49a2)
[WALMART][STORE1] GET /v3/items/RizwanX-2425 → 200 (tokens: 148, 425ms, cid=bc20f307-7efd-409b-845f-8c77ddb4bded)
[WALMART][STORE1] GET /v3/items/RizwanX-3509 → 200 (tokens: 149, 500ms, cid=fc498a16-27db-49a1-9376-196cdf1468d7)
[WALMART][STORE1] GET /v3/items/RizwanX-3317 → 200 (tokens: 148, 541ms, cid=c5124615-ec3e-4a3d-8eaf-766d97d88888)
[WALMART][STORE1] GET /v3/items/RizwanX-2784 → 200 (tokens: 149, 586ms, cid=5d070484-454e-433d-bf78-b9ab33beed19)
built 293 MPItems

[WALMART][STORE1] POST /v3/feeds?feedType=MP_MAINTENANCE → 200 (tokens: 9, 862ms, cid=155c5799-0969-4d69-b852-383445939cbb)
  batch 1/6: feed 18C1AFC015995D62… (50) draining…
[WALMART][STORE1] GET /v3/feeds/18C1AFC015995D62AABE5E34E01002B0%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 409ms, cid=689c9981-7807-4545-83a8-ba59aa6da461)
[WALMART][STORE1] GET /v3/feeds/18C1AFC015995D62AABE5E34E01002B0%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 380ms, cid=c37562ea-5a18-4c43-9ac2-e85872d398c6)
[WALMART][STORE1] GET /v3/feeds/18C1AFC015995D62AABE5E34E01002B0%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 549ms, cid=37b46695-2b2f-4cae-ab0f-aaacb7016e8d)
[WALMART][STORE1] GET /v3/feeds/18C1AFC015995D62AABE5E34E01002B0%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 274ms, cid=928ca3e3-233f-4082-8720-459eb517b5c0)
[WALMART][STORE1] GET /v3/feeds/18C1AFC015995D62AABE5E34E01002B0%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 343ms, cid=7172c6f4-b1b0-4c3b-8e2c-4e1461015468)
[WALMART][STORE1] GET /v3/feeds/18C1AFC015995D62AABE5E34E01002B0%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 358ms, cid=85e930a0-f991-454d-9e33-dc525978cf94)
[WALMART][STORE1] GET /v3/feeds/18C1AFC015995D62AABE5E34E01002B0%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 241ms, cid=b8478e41-2e25-4f5d-88f9-ac5df081512a)
[WALMART][STORE1] GET /v3/feeds/18C1AFC015995D62AABE5E34E01002B0%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 225ms, cid=99abf344-c9d1-4440-8c65-26c6d71394a8)
[WALMART][STORE1] GET /v3/feeds/18C1AFC015995D62AABE5E34E01002B0%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 357ms, cid=0a0c0a7a-617e-4044-bea0-d9637b8a63e8)
[WALMART][STORE1] GET /v3/feeds/18C1AFC015995D62AABE5E34E01002B0%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 507ms, cid=0b45168e-3f9f-440d-a81f-9cd34210482f)
[WALMART][STORE1] GET /v3/feeds/18C1AFC015995D62AABE5E34E01002B0%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 214ms, cid=0917b35e-8cf4-4dee-8447-b6d5caa8fe7d)
[WALMART][STORE1] GET /v3/feeds/18C1AFC015995D62AABE5E34E01002B0%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 345ms, cid=3a148451-9dbf-46b5-8d5a-5f03a73efc77)
[WALMART][STORE1] GET /v3/feeds/18C1AFC015995D62AABE5E34E01002B0%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 275ms, cid=2fa87b63-362f-4970-bb79-34ee93878b86)
[WALMART][STORE1] GET /v3/feeds/18C1AFC015995D62AABE5E34E01002B0%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 216ms, cid=ac4b2f33-3537-4075-9ef7-f5970ef95a15)
[WALMART][STORE1] GET /v3/feeds/18C1AFC015995D62AABE5E34E01002B0%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 286ms, cid=7b789586-53ff-418b-b910-aa5fb0366c80)
[WALMART][STORE1] GET /v3/feeds/18C1AFC015995D62AABE5E34E01002B0%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 262ms, cid=e130e9e4-8c3c-4037-a272-ac29d93505b2)
[WALMART][STORE1] GET /v3/feeds/18C1AFC015995D62AABE5E34E01002B0%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 415ms, cid=5422bd7f-bb5a-4331-8b5c-82b656dac580)
[WALMART][STORE1] GET /v3/feeds/18C1AFC015995D62AABE5E34E01002B0%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 359ms, cid=15256a77-dc7e-457a-bfd6-baa20ac295bc)
[WALMART][STORE1] GET /v3/feeds/18C1AFC015995D62AABE5E34E01002B0%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 257ms, cid=ff185998-b33f-486f-bcd1-43ad708a00fa)
[WALMART][STORE1] GET /v3/feeds/18C1AFC015995D62AABE5E34E01002B0%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 322ms, cid=492bed57-8f17-4154-a0f7-dafe709ec3d5)
[WALMART][STORE1] GET /v3/feeds/18C1AFC015995D62AABE5E34E01002B0%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 334ms, cid=f314d891-e4af-43fe-acea-02daa895eeb6)
[WALMART][STORE1] GET /v3/feeds/18C1AFC015995D62AABE5E34E01002B0%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 445ms, cid=b212b083-84b5-4eae-839f-bea46a0305ef)
[WALMART][STORE1] GET /v3/feeds/18C1AFC015995D62AABE5E34E01002B0%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 238ms, cid=0c930b95-22d9-43f8-96bd-fe70b059e34e)
[WALMART][STORE1] GET /v3/feeds/18C1AFC015995D62AABE5E34E01002B0%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 215ms, cid=1dbb0aa8-f197-4662-9cae-8e92a4649318)
[WALMART][STORE1] GET /v3/feeds/18C1AFC015995D62AABE5E34E01002B0%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 436ms, cid=5a2567e8-e0d0-4a1f-b48d-f241e63574f8)
[WALMART][STORE1] GET /v3/feeds/18C1AFC015995D62AABE5E34E01002B0%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 388ms, cid=6d95259a-2e7e-4446-b4f4-2c329d03db8a)
[WALMART][STORE1] GET /v3/feeds/18C1AFC015995D62AABE5E34E01002B0%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 327ms, cid=303a349d-aea7-4d24-a7e9-8573b8ce26a5)
[WALMART][STORE1] GET /v3/feeds/18C1AFC015995D62AABE5E34E01002B0%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 536ms, cid=f0392389-d594-4960-977a-fbadd9fcddad)
[WALMART][STORE1] GET /v3/feeds/18C1AFC015995D62AABE5E34E01002B0%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 532ms, cid=9aaed2f9-36fa-435b-be07-87edfafe19e2)
[WALMART][STORE1] GET /v3/feeds/18C1AFC015995D62AABE5E34E01002B0%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 344ms, cid=2c148b6f-79bd-4009-945b-5d931a6c32f1)
[WALMART][STORE1] GET /v3/feeds/18C1AFC015995D62AABE5E34E01002B0%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 393ms, cid=16e10cbe-8747-47f5-94fe-86b7713e1367)
[WALMART][STORE1] GET /v3/feeds/18C1AFC015995D62AABE5E34E01002B0%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 391ms, cid=0b26ca97-8e7d-438d-8342-7d2d6ba0b22b)
[WALMART][STORE1] GET /v3/feeds/18C1AFC015995D62AABE5E34E01002B0%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 384ms, cid=084bfa04-f960-49c6-96e1-c3827ef44224)
[WALMART][STORE1] GET /v3/feeds/18C1AFC015995D62AABE5E34E01002B0%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 388ms, cid=7d73aefc-c152-4a2f-9f93-3639fac7118a)
[WALMART][STORE1] GET /v3/feeds/18C1AFC015995D62AABE5E34E01002B0%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 357ms, cid=a92db2b6-09f3-4bb0-ad96-fd959d14bec3)
[WALMART][STORE1] GET /v3/feeds/18C1AFC015995D62AABE5E34E01002B0%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 379ms, cid=1d8143a4-caf2-450c-a5f1-928630ed0b20)
[WALMART][STORE1] GET /v3/feeds/18C1AFC015995D62AABE5E34E01002B0%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 389ms, cid=b8b14226-1242-4415-a56a-b063678500cb)
[WALMART][STORE1] GET /v3/feeds/18C1AFC015995D62AABE5E34E01002B0%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 473ms, cid=ab7a63ce-97b1-4691-88f5-18404ff5d4aa)
[WALMART][STORE1] GET /v3/feeds/18C1AFC015995D62AABE5E34E01002B0%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 383ms, cid=378db93f-2721-4184-abab-967a6cafacbf)
[WALMART][STORE1] token issued, expires at 2026-07-13T00:13:41.234Z
[WALMART][STORE1] GET /v3/feeds/18C1AFC015995D62AABE5E34E01002B0%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 437ms, cid=27da185b-fc29-4c09-87a8-bd6d160660c7)
  batch 1/6: applied 14 · qarth 36 · fail 0 (cumulative)
[WALMART][STORE1] POST /v3/feeds?feedType=MP_MAINTENANCE → 200 (tokens: 9, 1088ms, cid=0d12658e-9d5a-4a55-955e-cf552a996c5a)
  batch 2/6: feed 18C1B05087A75A14… (50) draining…
[WALMART][STORE1] GET /v3/feeds/18C1B05087A75A14B1C72C88C4DE4058%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 394ms, cid=3d3ff25b-eabe-4b03-b416-f5c8793979c3)
[WALMART][STORE1] GET /v3/feeds/18C1B05087A75A14B1C72C88C4DE4058%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 447ms, cid=7aa4079b-ba6e-4b5e-87db-5eb3b2a2fffd)
[WALMART][STORE1] GET /v3/feeds/18C1B05087A75A14B1C72C88C4DE4058%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 432ms, cid=c7ab884f-686a-49bf-98c1-a0f448a1dd68)
[WALMART][STORE1] GET /v3/feeds/18C1B05087A75A14B1C72C88C4DE4058%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 302ms, cid=8bda9f05-16e2-4eb8-8c00-b7f1d326e6ab)
[WALMART][STORE1] GET /v3/feeds/18C1B05087A75A14B1C72C88C4DE4058%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 417ms, cid=7eb8c338-ac1d-4743-80bf-95b63e8da259)
[WALMART][STORE1] GET /v3/feeds/18C1B05087A75A14B1C72C88C4DE4058%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 252ms, cid=457dd201-97d0-48a3-9bb1-428520b33d8b)
[WALMART][STORE1] GET /v3/feeds/18C1B05087A75A14B1C72C88C4DE4058%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 252ms, cid=0481708b-4e4d-4af2-b1df-4ef24042ef0f)
[WALMART][STORE1] GET /v3/feeds/18C1B05087A75A14B1C72C88C4DE4058%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 681ms, cid=ae2e15d9-04e6-4cb8-8048-7e44b3138fdb)
