GEN_OK ready 142 · publishing 142 (skip already applied/qarth)

[WALMART][STORE1] token issued, expires at 2026-07-10T06:32:43.122Z
[WALMART][STORE1] GET /v3/feeds/18C0D951989C5DD1AACEF81DBAE5D8A2%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 480ms, cid=8f99b271-6f4c-4aae-89dd-7fdfae99d34c)
[WALMART][STORE1] GET /v3/feeds/18C0D951989C5DD1AACEF81DBAE5D8A2%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 259ms, cid=0892a749-d5af-4c5d-b844-bc5ae8e4ac38)
[WALMART][STORE1] GET /v3/feeds/18C0D951989C5DD1AACEF81DBAE5D8A2%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 384ms, cid=fa8e46ad-735b-4274-9a53-52845d2e4158)
[WALMART][STORE1] GET /v3/feeds/18C0D951989C5DD1AACEF81DBAE5D8A2%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 495ms, cid=13b4718a-8103-42fe-92e2-dc3229cf230c)
[WALMART][STORE1] GET /v3/feeds/18C0D951989C5DD1AACEF81DBAE5D8A2%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 284ms, cid=7a559cff-eba7-454b-9bdc-3e800b587bd2)
[WALMART][STORE1] GET /v3/feeds/18C0D951989C5DD1AACEF81DBAE5D8A2%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 318ms, cid=b1159fdc-0c8e-4a7d-a39e-923b80c86dac)
[WALMART][STORE1] GET /v3/feeds/18C0D951989C5DD1AACEF81DBAE5D8A2%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 522ms, cid=90ed3c58-c9f8-4988-bc31-940effc45615)
[WALMART][STORE1] GET /v3/feeds/18C0D951989C5DD1AACEF81DBAE5D8A2%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 439ms, cid=b81113e9-85b0-42d5-8a21-70b1dca1a70f)
[WALMART][STORE1] GET /v3/feeds/18C0D951989C5DD1AACEF81DBAE5D8A2%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 401ms, cid=002a93d4-3d1a-4f8c-85bb-1d51d2ab0f6c)
[WALMART][STORE1] GET /v3/feeds/18C0D951989C5DD1AACEF81DBAE5D8A2%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 350ms, cid=83b06a97-d61e-4af4-a325-58e2ad4729bd)
[WALMART][STORE1] GET /v3/feeds/18C0D951989C5DD1AACEF81DBAE5D8A2%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 436ms, cid=dfda8fe8-7dbc-4696-85ef-86d819a2496e)
[WALMART][STORE1] GET /v3/feeds/18C0D951989C5DD1AACEF81DBAE5D8A2%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 357ms, cid=85d4a12a-58ea-4bd3-aa2d-e77c9fec1d1a)
[WALMART][STORE1] GET /v3/feeds/18C0D951989C5DD1AACEF81DBAE5D8A2%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 265ms, cid=870872d7-4941-4433-8c0e-5b964e98d71c)
[WALMART][STORE1] GET /v3/feeds/18C0D951989C5DD1AACEF81DBAE5D8A2%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 412ms, cid=d7486df9-4df1-4bbe-98ef-312e6caed679)
[WALMART][STORE1] GET /v3/feeds/18C0D951989C5DD1AACEF81DBAE5D8A2%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 348ms, cid=c3bf9957-3387-4635-9106-298b5da5df6d)
[WALMART][STORE1] GET /v3/feeds/18C0D951989C5DD1AACEF81DBAE5D8A2%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 387ms, cid=0834ce58-cc65-465c-b3f5-a993b3f69935)
[WALMART][STORE1] GET /v3/feeds/18C0D951989C5DD1AACEF81DBAE5D8A2%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 1975ms, cid=442dc924-27ae-4798-9c76-68670575ca74)
[WALMART][STORE1] GET /v3/feeds/18C0D951989C5DD1AACEF81DBAE5D8A2%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 385ms, cid=1e76f0ef-f89d-4619-bfbf-712f169b3e35)
[WALMART][STORE1] GET /v3/feeds/18C0D951989C5DD1AACEF81DBAE5D8A2%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 412ms, cid=e7818e35-de31-4cd8-9b05-0809bb37ec7c)
[WALMART][STORE1] token issued, expires at 2026-07-10T06:45:46.959Z
[WALMART][STORE1] GET /v3/feeds/18C0D951989C5DD1AACEF81DBAE5D8A2%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 473ms, cid=cd94405b-e793-4878-aaf3-d455b1ce63f5)
[WALMART][STORE1] GET /v3/feeds/18C0D951989C5DD1AACEF81DBAE5D8A2%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 358ms, cid=b56ce0ff-5da9-4f80-aedb-7094324f6598)
[WALMART][STORE1] GET /v3/feeds/18C0D951989C5DD1AACEF81DBAE5D8A2%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 582ms, cid=11a0d955-d888-4efd-b487-97656494f921)
[WALMART][STORE1] GET /v3/feeds/18C0D951989C5DD1AACEF81DBAE5D8A2%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 253ms, cid=7316be72-7788-403e-ac60-ada26d34623e)
[WALMART][STORE1] GET /v3/feeds/18C0D951989C5DD1AACEF81DBAE5D8A2%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 500ms, cid=548d86ce-7c36-4250-88af-5a6a16321a58)
[WALMART][STORE1] GET /v3/feeds/18C0D951989C5DD1AACEF81DBAE5D8A2%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 366ms, cid=ddbf723c-2efb-4e3e-b56a-4f9357e275a9)
[WALMART][STORE1] GET /v3/feeds/18C0D951989C5DD1AACEF81DBAE5D8A2%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 449ms, cid=cd70d549-cf1d-4803-a580-d11d80bc3be6)
[WALMART][STORE1] GET /v3/feeds/18C0D951989C5DD1AACEF81DBAE5D8A2%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 449ms, cid=32918ab1-dd3d-41a1-8788-f8be2963931c)
[WALMART][STORE1] GET /v3/feeds/18C0D951989C5DD1AACEF81DBAE5D8A2%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 453ms, cid=98a7abf1-bf11-4227-a05f-d31b4cc9ee2e)
[WALMART][STORE1] GET /v3/feeds/18C0D951989C5DD1AACEF81DBAE5D8A2%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 631ms, cid=b7d5cd34-8a66-4a19-9562-be85e78532bd)
[WALMART][STORE1] GET /v3/feeds/18C0D951989C5DD1AACEF81DBAE5D8A2%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 426ms, cid=37f3cec9-f185-4d21-bcd4-507df14f48ba)
[WALMART][STORE1] GET /v3/feeds/18C0D951989C5DD1AACEF81DBAE5D8A2%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 368ms, cid=46d2b264-7ccd-4f60-97cf-70cb6261e8d7)
[WALMART][STORE1] GET /v3/feeds/18C0D951989C5DD1AACEF81DBAE5D8A2%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 586ms, cid=6e9df5a2-e252-47ad-841e-e4f482025f74)
[WALMART][STORE1] GET /v3/feeds/18C0D951989C5DD1AACEF81DBAE5D8A2%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 223ms, cid=d9f3feb3-70a7-4583-8c1d-2bb186c322f4)
  batch 1/3: INPROGRESS at budget — marked submitted
[WALMART][STORE1] POST /v3/feeds?feedType=MP_MAINTENANCE → 200 (tokens: 9, 639ms, cid=949d0d84-d4c8-4a90-85d3-1e7c2b1eb537)
  batch 2/3: feed 18C0DA276D1255B9… (50) draining…
[WALMART][STORE1] GET /v3/feeds/18C0DA276D1255B9BA77F977CCD2FBE1%40AX8BBgA?includeDetails=true → 200 (tokens: 832, 222ms, cid=331cce75-7645-4f5a-b022-d3036ed80235)
[WALMART][STORE1] GET /v3/feeds/18C0DA276D1255B9BA77F977CCD2FBE1%40AX8BBgA?includeDetails=true → 200 (tokens: 832, 354ms, cid=d6e47f55-e20b-4a55-ae33-3241023f1138)
[WALMART][STORE1] GET /v3/feeds/18C0DA276D1255B9BA77F977CCD2FBE1%40AX8BBgA?includeDetails=true → 200 (tokens: 832, 331ms, cid=fadd8998-cf1e-422b-b2d9-01855616ed5d)
[WALMART][STORE1] GET /v3/feeds/18C0DA276D1255B9BA77F977CCD2FBE1%40AX8BBgA?includeDetails=true → 200 (tokens: 832, 226ms, cid=912c1741-6c67-490d-9ac3-4cc13f2ad96b)
[WALMART][STORE1] GET /v3/feeds/18C0DA276D1255B9BA77F977CCD2FBE1%40AX8BBgA?includeDetails=true → 200 (tokens: 832, 362ms, cid=2659b04c-3029-4d63-a3ae-18d5eef261be)
[WALMART][STORE1] GET /v3/feeds/18C0DA276D1255B9BA77F977CCD2FBE1%40AX8BBgA?includeDetails=true → 200 (tokens: 832, 341ms, cid=c8aa5b6f-bcf6-49f1-b981-014fa4749565)
[WALMART][STORE1] GET /v3/feeds/18C0DA276D1255B9BA77F977CCD2FBE1%40AX8BBgA?includeDetails=true → 200 (tokens: 832, 735ms, cid=69cdd48a-ead4-4ce5-a54d-91c93dc56993)
[WALMART][STORE1] GET /v3/feeds/18C0DA276D1255B9BA77F977CCD2FBE1%40AX8BBgA?includeDetails=true → 200 (tokens: 832, 239ms, cid=0a41f9d7-d421-4b33-8b4a-e779fbec2260)
[WALMART][STORE1] GET /v3/feeds/18C0DA276D1255B9BA77F977CCD2FBE1%40AX8BBgA?includeDetails=true → 200 (tokens: 832, 472ms, cid=8f2add53-3ebf-4bed-a103-869ed850d2b2)
[WALMART][STORE1] GET /v3/feeds/18C0DA276D1255B9BA77F977CCD2FBE1%40AX8BBgA?includeDetails=true → 200 (tokens: 832, 392ms, cid=2b79da3d-3ccc-4e2b-b62b-b42a9a6cfea8)
[WALMART][STORE1] GET /v3/feeds/18C0DA276D1255B9BA77F977CCD2FBE1%40AX8BBgA?includeDetails=true → 200 (tokens: 832, 360ms, cid=a946f83d-899d-4d0a-a67d-ad1e1634fcdb)
[WALMART][STORE1] GET /v3/feeds/18C0DA276D1255B9BA77F977CCD2FBE1%40AX8BBgA?includeDetails=true → 200 (tokens: 832, 217ms, cid=f8e8dbb9-60af-47ed-aa36-1f457c05edc5)
[WALMART][STORE1] GET /v3/feeds/18C0DA276D1255B9BA77F977CCD2FBE1%40AX8BBgA?includeDetails=true → 200 (tokens: 832, 434ms, cid=adb861cf-a234-4903-8556-55ab7f1116d0)
[WALMART][STORE1] GET /v3/feeds/18C0DA276D1255B9BA77F977CCD2FBE1%40AX8BBgA?includeDetails=true → 200 (tokens: 832, 386ms, cid=dda6188b-7e90-4506-8243-13a2bb5f70ba)
[WALMART][STORE1] GET /v3/feeds/18C0DA276D1255B9BA77F977CCD2FBE1%40AX8BBgA?includeDetails=true → 200 (tokens: 832, 372ms, cid=57734dad-c17f-465d-b549-5dbe7e5f4c08)
[WALMART][STORE1] GET /v3/feeds/18C0DA276D1255B9BA77F977CCD2FBE1%40AX8BBgA?includeDetails=true → 200 (tokens: 832, 440ms, cid=04d2a182-f220-48ad-82a6-3f45959e557c)
[WALMART][STORE1] GET /v3/feeds/18C0DA276D1255B9BA77F977CCD2FBE1%40AX8BBgA?includeDetails=true → 200 (tokens: 832, 320ms, cid=c0f7827b-6c57-4eb1-808e-99e44c1b1158)
[WALMART][STORE1] GET /v3/feeds/18C0DA276D1255B9BA77F977CCD2FBE1%40AX8BBgA?includeDetails=true → 200 (tokens: 832, 256ms, cid=80f778a9-6c70-4f63-a0f1-cf4b5355785a)
[WALMART][STORE1] GET /v3/feeds/18C0DA276D1255B9BA77F977CCD2FBE1%40AX8BBgA?includeDetails=true → 200 (tokens: 832, 357ms, cid=7598684c-a05f-43d6-9512-3f5355440cef)
[WALMART][STORE1] GET /v3/feeds/18C0DA276D1255B9BA77F977CCD2FBE1%40AX8BBgA?includeDetails=true → 200 (tokens: 832, 465ms, cid=74e9e084-b380-49bd-9d43-5a3928d5c6a3)
[WALMART][STORE1] GET /v3/feeds/18C0DA276D1255B9BA77F977CCD2FBE1%40AX8BBgA?includeDetails=true → 200 (tokens: 832, 389ms, cid=3140b5c8-2fc8-444b-8777-b0af01db7cd6)
[WALMART][STORE1] GET /v3/feeds/18C0DA276D1255B9BA77F977CCD2FBE1%40AX8BBgA?includeDetails=true → 200 (tokens: 832, 257ms, cid=bd9bef0d-5b17-4197-ac7a-26cbbc5e7aa7)
[WALMART][STORE1] GET /v3/feeds/18C0DA276D1255B9BA77F977CCD2FBE1%40AX8BBgA?includeDetails=true → 200 (tokens: 832, 500ms, cid=97195df7-65b0-4d17-97e8-745627efc841)
[WALMART][STORE1] GET /v3/feeds/18C0DA276D1255B9BA77F977CCD2FBE1%40AX8BBgA?includeDetails=true → 200 (tokens: 832, 258ms, cid=fc424cfd-5462-4b8e-b202-d56df5a62503)
[WALMART][STORE1] GET /v3/feeds/18C0DA276D1255B9BA77F977CCD2FBE1%40AX8BBgA?includeDetails=true → 200 (tokens: 832, 234ms, cid=3f9ddcbc-c3a8-4515-9ab8-f32764089a7b)
[WALMART][STORE1] GET /v3/feeds/18C0DA276D1255B9BA77F977CCD2FBE1%40AX8BBgA?includeDetails=true → 200 (tokens: 832, 537ms, cid=661d3fe4-05da-42d0-95e7-c1d17c44a84c)
[WALMART][STORE1] GET /v3/feeds/18C0DA276D1255B9BA77F977CCD2FBE1%40AX8BBgA?includeDetails=true → 200 (tokens: 832, 366ms, cid=f6a31674-d4e5-447d-9d86-d02efd7a8d91)
[WALMART][STORE1] GET /v3/feeds/18C0DA276D1255B9BA77F977CCD2FBE1%40AX8BBgA?includeDetails=true → 200 (tokens: 832, 459ms, cid=e4f1bb52-a0f8-4929-8cf5-d5e28cc934c6)
[WALMART][STORE1] GET /v3/feeds/18C0DA276D1255B9BA77F977CCD2FBE1%40AX8BBgA?includeDetails=true → 200 (tokens: 832, 563ms, cid=309857c2-32f6-41ee-a5da-af360585a277)
[WALMART][STORE1] GET /v3/feeds/18C0DA276D1255B9BA77F977CCD2FBE1%40AX8BBgA?includeDetails=true → 200 (tokens: 832, 292ms, cid=f2d75685-97f7-4e9b-ac59-be084fde8bd8)
[WALMART][STORE1] GET /v3/feeds/18C0DA276D1255B9BA77F977CCD2FBE1%40AX8BBgA?includeDetails=true → 200 (tokens: 832, 325ms, cid=ec4c734e-5d8b-4b81-80cb-fd7c4691163f)
[WALMART][STORE1] GET /v3/feeds/18C0DA276D1255B9BA77F977CCD2FBE1%40AX8BBgA?includeDetails=true → 200 (tokens: 832, 260ms, cid=2107a405-e506-4890-b2fd-172df794b64d)
[WALMART][STORE1] GET /v3/feeds/18C0DA276D1255B9BA77F977CCD2FBE1%40AX8BBgA?includeDetails=true → 200 (tokens: 832, 289ms, cid=df82e622-367f-4579-8415-fe4d15b3bf71)
[WALMART][STORE1] GET /v3/feeds/18C0DA276D1255B9BA77F977CCD2FBE1%40AX8BBgA?includeDetails=true → 200 (tokens: 832, 333ms, cid=911ddb87-770f-4c89-aa2b-3e10dfc24729)
[WALMART][STORE1] GET /v3/feeds/18C0DA276D1255B9BA77F977CCD2FBE1%40AX8BBgA?includeDetails=true → 200 (tokens: 832, 247ms, cid=f48f7463-26a9-48a5-af3d-74843b5c2600)
[WALMART][STORE1] GET /v3/feeds/18C0DA276D1255B9BA77F977CCD2FBE1%40AX8BBgA?includeDetails=true → 200 (tokens: 832, 245ms, cid=7e6ca1e7-9f26-448d-9945-afdc3de41f79)
[WALMART][STORE1] GET /v3/feeds/18C0DA276D1255B9BA77F977CCD2FBE1%40AX8BBgA?includeDetails=true → 200 (tokens: 832, 275ms, cid=43a3d8fb-222c-4533-a68d-6629bb132acd)
[WALMART][STORE1] token issued, expires at 2026-07-10T06:58:58.966Z
[WALMART][STORE1] GET /v3/feeds/18C0DA276D1255B9BA77F977CCD2FBE1%40AX8BBgA?includeDetails=true → 200 (tokens: 832, 231ms, cid=a59d76f2-aaf7-439a-a1ef-179bea86e589)
[WALMART][STORE1] GET /v3/feeds/18C0DA276D1255B9BA77F977CCD2FBE1%40AX8BBgA?includeDetails=true → 200 (tokens: 832, 506ms, cid=93868224-4e7a-489c-87df-1a78f52a9b14)
[WALMART][STORE1] GET /v3/feeds/18C0DA276D1255B9BA77F977CCD2FBE1%40AX8BBgA?includeDetails=true → 200 (tokens: 832, 619ms, cid=0588ad7b-2cdb-4be2-9ac2-67e95b3b2c16)
[WALMART][STORE1] GET /v3/feeds/18C0DA276D1255B9BA77F977CCD2FBE1%40AX8BBgA?includeDetails=true → 200 (tokens: 832, 454ms, cid=4bc501d2-9bd6-439e-b3b0-2a6676094e84)
[WALMART][STORE1] GET /v3/feeds/18C0DA276D1255B9BA77F977CCD2FBE1%40AX8BBgA?includeDetails=true → 200 (tokens: 832, 359ms, cid=151c42af-82ad-4ed6-9c52-30e710a9f797)
[WALMART][STORE1] GET /v3/feeds/18C0DA276D1255B9BA77F977CCD2FBE1%40AX8BBgA?includeDetails=true → 200 (tokens: 832, 234ms, cid=7da1f7f3-3dc8-41d6-9d0b-3a21da060fd0)
[WALMART][STORE1] GET /v3/feeds/18C0DA276D1255B9BA77F977CCD2FBE1%40AX8BBgA?includeDetails=true → 200 (tokens: 832, 420ms, cid=a8c57c8f-e0b4-40d1-8afb-b3fa531f4983)
[WALMART][STORE1] GET /v3/feeds/18C0DA276D1255B9BA77F977CCD2FBE1%40AX8BBgA?includeDetails=true → 200 (tokens: 832, 361ms, cid=64b3c398-bef7-410b-a591-bb59f065e05a)
[WALMART][STORE1] GET /v3/feeds/18C0DA276D1255B9BA77F977CCD2FBE1%40AX8BBgA?includeDetails=true → 200 (tokens: 832, 405ms, cid=50f9e8ae-ab4a-4fe9-9483-0e2fdb590a7a)
[WALMART][STORE1] GET /v3/feeds/18C0DA276D1255B9BA77F977CCD2FBE1%40AX8BBgA?includeDetails=true → 200 (tokens: 832, 497ms, cid=e4f8ca9a-4b93-452f-82f9-72e90de123e3)
[WALMART][STORE1] GET /v3/feeds/18C0DA276D1255B9BA77F977CCD2FBE1%40AX8BBgA?includeDetails=true → 200 (tokens: 832, 542ms, cid=33de82ff-2acf-4961-8607-23f711ec039e)
[WALMART][STORE1] GET /v3/feeds/18C0DA276D1255B9BA77F977CCD2FBE1%40AX8BBgA?includeDetails=true → 200 (tokens: 832, 527ms, cid=d55a0e2f-5b2c-401f-8947-98db8a1272d2)
[WALMART][STORE1] GET /v3/feeds/18C0DA276D1255B9BA77F977CCD2FBE1%40AX8BBgA?includeDetails=true → 200 (tokens: 832, 252ms, cid=97072694-b7de-4436-ba99-ab28d6894c38)
[WALMART][STORE1] GET /v3/feeds/18C0DA276D1255B9BA77F977CCD2FBE1%40AX8BBgA?includeDetails=true → 200 (tokens: 832, 366ms, cid=d2396a70-3242-4d9e-a5b9-c549c8fd1faa)
[WALMART][STORE1] GET /v3/feeds/18C0DA276D1255B9BA77F977CCD2FBE1%40AX8BBgA?includeDetails=true → 200 (tokens: 832, 400ms, cid=0fd465c3-6b8c-4cb2-b0c5-d7bb98229146)
[WALMART][STORE1] GET /v3/feeds/18C0DA276D1255B9BA77F977CCD2FBE1%40AX8BBgA?includeDetails=true → 200 (tokens: 832, 344ms, cid=3c729a03-f912-4448-8548-efd73e6cd687)
[WALMART][STORE1] GET /v3/feeds/18C0DA276D1255B9BA77F977CCD2FBE1%40AX8BBgA?includeDetails=true → 200 (tokens: 832, 460ms, cid=02f5d0bd-57f9-4963-bdeb-9f388a8e4bdb)
[WALMART][STORE1] GET /v3/feeds/18C0DA276D1255B9BA77F977CCD2FBE1%40AX8BBgA?includeDetails=true → 200 (tokens: 832, 378ms, cid=1bd550c6-68e8-4ecd-a14d-1756b05e34fd)
[WALMART][STORE1] GET /v3/feeds/18C0DA276D1255B9BA77F977CCD2FBE1%40AX8BBgA?includeDetails=true → 200 (tokens: 832, 433ms, cid=a8399d53-6831-471b-b5c2-73b7109bad8e)
[WALMART][STORE1] GET /v3/feeds/18C0DA276D1255B9BA77F977CCD2FBE1%40AX8BBgA?includeDetails=true → 200 (tokens: 832, 489ms, cid=dab359f5-1e21-455f-af73-980334953afe)
[WALMART][STORE1] GET /v3/feeds/18C0DA276D1255B9BA77F977CCD2FBE1%40AX8BBgA?includeDetails=true → 200 (tokens: 832, 365ms, cid=e96ea064-3b37-4dd8-a1a0-1a8a972920c1)
[WALMART][STORE1] GET /v3/feeds/18C0DA276D1255B9BA77F977CCD2FBE1%40AX8BBgA?includeDetails=true → 200 (tokens: 832, 508ms, cid=197d83c8-904a-49f7-a921-759f0cfc5427)
  batch 2/3: INPROGRESS at budget — marked submitted
[WALMART][STORE1] POST /v3/feeds?feedType=MP_MAINTENANCE → 200 (tokens: 9, 625ms, cid=3c782ce7-1290-410c-9a8b-c3d5a5ffce41)
  batch 3/3: feed 18C0DAFBEC52510C… (42) draining…
[WALMART][STORE1] GET /v3/feeds/18C0DAFBEC52510CA61EB3409EA0D388%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 399ms, cid=04f04e8c-f619-4ddd-a0bd-ed86b39ccb59)
[WALMART][STORE1] GET /v3/feeds/18C0DAFBEC52510CA61EB3409EA0D388%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 409ms, cid=e4e8b7c3-2060-44d9-b860-28aa9657a52c)
[WALMART][STORE1] GET /v3/feeds/18C0DAFBEC52510CA61EB3409EA0D388%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 369ms, cid=7736e92b-c69c-4949-8fe9-217717792d0e)
[WALMART][STORE1] GET /v3/feeds/18C0DAFBEC52510CA61EB3409EA0D388%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 391ms, cid=51f18de5-353a-4095-ad65-f70f2d52588e)
[WALMART][STORE1] GET /v3/feeds/18C0DAFBEC52510CA61EB3409EA0D388%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 385ms, cid=38813eed-4dda-4a33-ab2c-a1f385240344)
[WALMART][STORE1] GET /v3/feeds/18C0DAFBEC52510CA61EB3409EA0D388%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 436ms, cid=538a505e-ec74-45ff-a144-65311e5d917f)
[WALMART][STORE1] GET /v3/feeds/18C0DAFBEC52510CA61EB3409EA0D388%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 325ms, cid=6b849b74-711f-4dc0-8a47-3321fc4af87a)
[WALMART][STORE1] GET /v3/feeds/18C0DAFBEC52510CA61EB3409EA0D388%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 403ms, cid=3e71bd93-9eeb-4a8d-8f25-dd17cdd68cd3)
[WALMART][STORE1] GET /v3/feeds/18C0DAFBEC52510CA61EB3409EA0D388%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 247ms, cid=6c4e88e3-efab-41b4-87c5-49d4a85b9380)
[WALMART][STORE1] GET /v3/feeds/18C0DAFBEC52510CA61EB3409EA0D388%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 326ms, cid=e7e65148-8013-4951-be1c-b6d47eadb882)
[WALMART][STORE1] GET /v3/feeds/18C0DAFBEC52510CA61EB3409EA0D388%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 457ms, cid=2702311b-d185-4bdb-ad1a-4799f896b0ce)
[WALMART][STORE1] GET /v3/feeds/18C0DAFBEC52510CA61EB3409EA0D388%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 500ms, cid=408e19c0-7aec-4db2-ab28-48bc35941577)
[WALMART][STORE1] GET /v3/feeds/18C0DAFBEC52510CA61EB3409EA0D388%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 236ms, cid=6cfd1594-f7f6-4f28-a326-d87433bcaee2)
[WALMART][STORE1] GET /v3/feeds/18C0DAFBEC52510CA61EB3409EA0D388%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 394ms, cid=bf4b5b69-8fcd-403a-84ef-a9a47dde7fba)
[WALMART][STORE1] GET /v3/feeds/18C0DAFBEC52510CA61EB3409EA0D388%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 250ms, cid=af5eabc0-4d50-47be-b2d4-46b576c85bc1)
[WALMART][STORE1] GET /v3/feeds/18C0DAFBEC52510CA61EB3409EA0D388%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 391ms, cid=68eacb16-efc7-4d64-9ddb-009b47c402b9)
[WALMART][STORE1] GET /v3/feeds/18C0DAFBEC52510CA61EB3409EA0D388%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 376ms, cid=f05103d6-ad89-46a9-9c41-6cc272ebbf7d)
[WALMART][STORE1] GET /v3/feeds/18C0DAFBEC52510CA61EB3409EA0D388%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 516ms, cid=b324319d-1db6-44cb-9564-584d72d38510)
[WALMART][STORE1] GET /v3/feeds/18C0DAFBEC52510CA61EB3409EA0D388%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 414ms, cid=d6529092-d471-494a-b0b5-cf6d89caca05)
[WALMART][STORE1] GET /v3/feeds/18C0DAFBEC52510CA61EB3409EA0D388%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 407ms, cid=18652e0a-68a8-4d43-bfd6-a61a77be9e95)
[WALMART][STORE1] GET /v3/feeds/18C0DAFBEC52510CA61EB3409EA0D388%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 230ms, cid=ed307df8-ebd3-442d-932a-82d0262110f2)
[WALMART][STORE1] GET /v3/feeds/18C0DAFBEC52510CA61EB3409EA0D388%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 394ms, cid=ec3ef35c-6093-4350-8013-fe17d376dff5)
[WALMART][STORE1] GET /v3/feeds/18C0DAFBEC52510CA61EB3409EA0D388%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 376ms, cid=bdc06edf-a1d5-4645-b80b-6a017ef081f5)
[WALMART][STORE1] GET /v3/feeds/18C0DAFBEC52510CA61EB3409EA0D388%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 402ms, cid=5804bf67-0f99-4ff7-b464-ca507ddcab81)
[WALMART][STORE1] GET /v3/feeds/18C0DAFBEC52510CA61EB3409EA0D388%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 336ms, cid=b9817c88-7f37-4b5b-9e20-47ae5cb05468)
[WALMART][STORE1] GET /v3/feeds/18C0DAFBEC52510CA61EB3409EA0D388%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 463ms, cid=b46518a6-a8a9-42a2-8d1d-f49b7acf4319)
[WALMART][STORE1] GET /v3/feeds/18C0DAFBEC52510CA61EB3409EA0D388%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 418ms, cid=3afbc488-05a0-4ff9-b446-3a53b05d1bae)
[WALMART][STORE1] GET /v3/feeds/18C0DAFBEC52510CA61EB3409EA0D388%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 219ms, cid=8aff0d06-ca85-42ac-bd54-2c8bea2d8b61)
[WALMART][STORE1] GET /v3/feeds/18C0DAFBEC52510CA61EB3409EA0D388%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 398ms, cid=17d72f12-c2c2-4961-9aab-390741761229)
[WALMART][STORE1] token issued, expires at 2026-07-10T07:12:09.195Z
[WALMART][STORE1] GET /v3/feeds/18C0DAFBEC52510CA61EB3409EA0D388%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 422ms, cid=0eb80694-a07c-493c-be7b-8d7ea2c49e8d)
