GEN_OK ready 64 · publishing 64 (skip already applied/qarth)

[WALMART][STORE1] token issued, expires at 2026-07-10T11:35:01.281Z
[WALMART][STORE1] GET /v3/feeds/18C0EAA051FE553BA6A859E7DB3DB706%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 398ms, cid=96ce7756-da13-4dd8-8d06-3fe064728960)
[WALMART][STORE1] GET /v3/feeds/18C0EAA051FE553BA6A859E7DB3DB706%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 377ms, cid=3d976532-3ab0-4057-9203-02603f1d14ca)
[WALMART][STORE1] GET /v3/feeds/18C0EAA051FE553BA6A859E7DB3DB706%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 421ms, cid=60f43659-079f-4304-a313-9038227d5be5)
[WALMART][STORE1] GET /v3/feeds/18C0EAA051FE553BA6A859E7DB3DB706%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 466ms, cid=70f565ec-b266-4cff-91bf-293f81aecb10)
[WALMART][STORE1] GET /v3/feeds/18C0EAA051FE553BA6A859E7DB3DB706%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 359ms, cid=05ab01af-c3c1-454b-96d8-812d0de8bdac)
[WALMART][STORE1] GET /v3/feeds/18C0EAA051FE553BA6A859E7DB3DB706%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 388ms, cid=995f1e2c-bc29-4dea-9929-5011884d7ec5)
[WALMART][STORE1] GET /v3/feeds/18C0EAA051FE553BA6A859E7DB3DB706%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 473ms, cid=d705a1d7-86c9-4ece-b10a-b91a0e2958d6)
[WALMART][STORE1] GET /v3/feeds/18C0EAA051FE553BA6A859E7DB3DB706%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 441ms, cid=f823e4cd-2c18-44b1-8937-834067faffec)
[WALMART][STORE1] GET /v3/feeds/18C0EAA051FE553BA6A859E7DB3DB706%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 416ms, cid=2bfd0000-cf3c-4eba-b802-3832c0e65139)
[WALMART][STORE1] GET /v3/feeds/18C0EAA051FE553BA6A859E7DB3DB706%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 385ms, cid=7404bcd8-00b5-4ea6-9543-3f603c5fb22a)
[WALMART][STORE1] GET /v3/feeds/18C0EAA051FE553BA6A859E7DB3DB706%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 343ms, cid=d6432c47-c900-4669-8ad1-ed4cfdc5813c)
[WALMART][STORE1] GET /v3/feeds/18C0EAA051FE553BA6A859E7DB3DB706%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 366ms, cid=4df39eb7-0fab-4a59-aa20-59adf6461c09)
[WALMART][STORE1] GET /v3/feeds/18C0EAA051FE553BA6A859E7DB3DB706%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 333ms, cid=fa1daf33-9051-43a2-bafe-ae9389d9288a)
[WALMART][STORE1] GET /v3/feeds/18C0EAA051FE553BA6A859E7DB3DB706%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 514ms, cid=f4779204-52f7-48a0-a81d-2355fa79b209)
[WALMART][STORE1] GET /v3/feeds/18C0EAA051FE553BA6A859E7DB3DB706%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 267ms, cid=af56b425-4fdd-49b9-9194-fe8a863d5996)
[WALMART][STORE1] GET /v3/feeds/18C0EAA051FE553BA6A859E7DB3DB706%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 221ms, cid=b79d4b35-5ddc-4d90-8a77-871414b3f2b2)
[WALMART][STORE1] GET /v3/feeds/18C0EAA051FE553BA6A859E7DB3DB706%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 490ms, cid=341f5eef-daae-4354-9079-f5dfed0519e6)
[WALMART][STORE1] token issued, expires at 2026-07-10T12:01:06.711Z
[WALMART][STORE1] GET /v3/feeds/18C0EAA051FE553BA6A859E7DB3DB706%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 431ms, cid=d015e425-8e55-4902-b6cd-d9f20f65495e)
[WALMART][STORE1] GET /v3/feeds/18C0EAA051FE553BA6A859E7DB3DB706%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 509ms, cid=6efe27c3-8f45-46cf-923c-45bf06383a03)
[WALMART][STORE1] GET /v3/feeds/18C0EAA051FE553BA6A859E7DB3DB706%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 349ms, cid=d2367450-397e-4aa7-9a50-0a7e6f8239c1)
[WALMART][STORE1] GET /v3/feeds/18C0EAA051FE553BA6A859E7DB3DB706%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 233ms, cid=2b3abc47-f547-457b-9d24-f761b8fa4a7e)
[WALMART][STORE1] GET /v3/feeds/18C0EAA051FE553BA6A859E7DB3DB706%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 266ms, cid=a1418ec7-1938-44cb-b765-1b6868a4bdf9)
[WALMART][STORE1] GET /v3/feeds/18C0EAA051FE553BA6A859E7DB3DB706%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 269ms, cid=9096c2fb-0ade-48a9-8086-0c84a09264ee)
[WALMART][STORE1] GET /v3/feeds/18C0EAA051FE553BA6A859E7DB3DB706%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 476ms, cid=a88365a9-4cd6-4f31-a607-6c296debe77c)
[WALMART][STORE1] GET /v3/feeds/18C0EAA051FE553BA6A859E7DB3DB706%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 494ms, cid=13853c7f-a4a8-4fbd-892d-37c23936a23c)
[WALMART][STORE1] GET /v3/feeds/18C0EAA051FE553BA6A859E7DB3DB706%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 358ms, cid=1705d365-c1e5-40ff-8c65-7c5b6ed89645)
[WALMART][STORE1] GET /v3/feeds/18C0EAA051FE553BA6A859E7DB3DB706%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 514ms, cid=1de7597e-720a-441c-97d8-136f90f72140)
[WALMART][STORE1] GET /v3/feeds/18C0EAA051FE553BA6A859E7DB3DB706%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 495ms, cid=71ad2ccd-4a0a-49a4-9643-337a091ee240)
[WALMART][STORE1] GET /v3/feeds/18C0EAA051FE553BA6A859E7DB3DB706%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 351ms, cid=204d6108-60af-47cf-ac39-3a9da4c9c874)
[WALMART][STORE1] GET /v3/feeds/18C0EAA051FE553BA6A859E7DB3DB706%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 375ms, cid=c7e8b75e-bd26-4c8e-ade6-e969e41cf15f)
[WALMART][STORE1] GET /v3/feeds/18C0EAA051FE553BA6A859E7DB3DB706%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 222ms, cid=91d33f66-6142-4952-90c8-39f9a7fa3393)
[WALMART][STORE1] GET /v3/feeds/18C0EAA051FE553BA6A859E7DB3DB706%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 222ms, cid=3815e63a-ac92-45a0-8789-2ba515bbf605)
[WALMART][STORE1] GET /v3/feeds/18C0EAA051FE553BA6A859E7DB3DB706%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 393ms, cid=1ad0f8f1-b4bc-4413-bafb-d174dcf14752)
[WALMART][STORE1] GET /v3/feeds/18C0EAA051FE553BA6A859E7DB3DB706%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 449ms, cid=6ec3da01-218f-44d4-b476-2b7e544edc79)
[WALMART][STORE1] GET /v3/feeds/18C0EAA051FE553BA6A859E7DB3DB706%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 386ms, cid=89b412e6-a246-4acd-b8c3-1e3d5ea8042c)
[WALMART][STORE1] GET /v3/feeds/18C0EAA051FE553BA6A859E7DB3DB706%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 220ms, cid=58ccd4c6-46c6-4de4-a0b2-a3a216b66734)
[WALMART][STORE1] GET /v3/feeds/18C0EAA051FE553BA6A859E7DB3DB706%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 371ms, cid=889118fb-a056-4b16-9ddd-d18e8a62da8a)
[WALMART][STORE1] GET /v3/feeds/18C0EAA051FE553BA6A859E7DB3DB706%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 374ms, cid=96c104e9-0df5-4d8e-ab60-fad08cc6b179)
  batch 2/2: INPROGRESS at budget — marked submitted

=== PUBLISH_GEN cumulative === applied 1018 · qarth 69 · failed 0 · submitted 191 · post_failed 0 · build_skip 2
