ActualShippingCost	AmazonCategory	AmazonPrice	AmznFeaMAX	ASIN	BuyBoxRotation%	BuyBoxSellerID	BuyBoxShipping	BuyBoxTotal	ChildCount	CMaxItemID	CommissionAmt	CompetitorCount	EAN	EmployeeID	EmployeeName	FBA	FBATotalFee	FolderID	FolderName	IGotBuybox	InvProfileID	InvProfileName	InventoryClassID	IsMasterSKU	IsAmazon	IsBBox	IsFBA	IsLowest	IsOnlyMe	IsSelling	ItemCondition	ItemLocationID	ItemLocationName	ItemName	ItemThumbnail	ItemWight	KitSKU?	KitComponentCount	KitItemID	KitItemIDx	LeadTimeinAmzn	LeadTimeToShip	LotSize	Manufacturer	MAP	MarketPlaceID	MarketPlaceName	MasterSKU	MasterSKUControlsInv	MasterSKUQtyIsSumOfVariations	MaxSellingPrice	MinSellingPrice	MPN	MyCeiling	MyFloor	MyPrice	MyShipping	MyTotal	NewPrice	PurchaseCost	Quantity	RelatedASINs	ReorderQuantity	RepricingModelID	RepricingModelName	SalePrice	SalePriceEnd	SalePriceStart	SalesRank	SKU	SupplierSKU	UPC	VariableClosingFee	WhenAddedToCMax
	Pet Products								0	168352036						N		1576136	AmznUS5-InvImp					N							New			Salutem Vita � Chunky Chicken & Turkey Dog Food Rolls, Ready-to-Serve Chilled Meal, Gift Set: 1.5 lb - Pack of 4 (Total 6 lb)	em4:I/41g+agha6PL._SL75_.jpg			0									Amzn US				93.3800	0.0000									111			59149	never sold					1CDC-5815-UATZ				1/21/2026 3:33:57 AM
	Grocery								0	168352037						N		1576136	AmznUS5-InvImp					N							New			Salutem Vita � Flaky Layers Biscuits, Southern Homestyle Buttermilk Biscuits, Butter Tastin' Biscuits, Gift Set � Pack of 6	em4:I/51dlj+bhBRL._SL75_.jpg			0									Amzn US				89.6500	0.0000									111			59149	never sold					1CDC-5815-UIKH				1/21/2026 3:33:57 AM
	Grocery								0	168352038						N		1576136	AmznUS5-InvImp					N							New			Salutem Vita � Honey Smoked Sliced Turkey Breast Deli Lunch Meat, Gift Set � Pack of 4	em4:I/413BaJfOWSL._SL75_.jpg			0									Amzn US				100.2600	0.0000									111			59149	never sold					1CDC-5815-UJBU				1/21/2026 3:33:58 AM
	Grocery								0	168352039						N		1576136	AmznUS5-InvImp					N							New			Salutem Vita � Original Premium Pork Sausage, Hot Sausage Roll, Country Mild Sausage Roll, Maple Pork Sausage Roll, Sage Breakfast Sausage Roll, Italian Pork Sausage Roll, Gift Set 1,0 lbs � Pack of 6	em4:I/41XVrkNPvdL._SL75_.jpg			0									Amzn US				103.4500	0.0000									111			59149	never sold					1CDC-5815-UTTV				1/21/2026 3:33:58 AM
	Grocery								0	168352040						N		1576136	AmznUS5-InvImp					N							New			Salutem Vita � Gluten-Free Hash Brown Potatoes, Perfect for Breakfast and Brunch, Gift Set, 48 oz � Pack of 4	em4:I/51+6-Zx3nhL._SL75_.jpg			0									Amzn US				91.7200	0.0000									111			59149	never sold					1CDC-5815-V30A				1/21/2026 3:33:58 AM
	Pet Products								0	168352041						N		1576136	AmznUS5-InvImp					N							New			Salutem Vita � Chicken Vegetable Formula Roasted Meal Bites Grain-Free Dog Food 28 oz, Gift Set � Pack of 3	em4:I/51IPlHJq06L._SL75_.jpg			0									Amzn US				89.1400	0.0000									111			59149	never sold					1CDC-5815-V5YS				1/21/2026 3:33:58 AM
	Health and Beauty								0	168352042						N		1576136	AmznUS5-InvImp					N							New			Salutem Vita Advanced Detox Cleanse, Natural Detox & Cleanse with Milk Thistle, Licorice Powder, and More, Body Cleanse Detox for Women and Men, 126 Capsules, 3 Pack	em4:I/51goG8-8UhL._SL75_.jpg			0									Amzn US				93.0300	0.0000									111			59149	never sold					1CDC-5815-V6O5				1/21/2026 3:33:59 AM
	Grocery								0	168352043						N		1576136	AmznUS5-InvImp					N							New			Salutem Vita � Gluten-Free Extra Crispy Frozen Tater Tots, Gift Set, 28 oz � Pack of 6	em4:I/51L+xJF-PcL._SL75_.jpg			0									Amzn US				96.9300	0.0000									111			59149	never sold					1CDC-581C-H7Y9				1/21/2026 3:33:59 AM
	Grocery								0	168352044						N		1576136	AmznUS5-InvImp					N							New			Salutem Vita � Gluten-Free Funfetti Cake Mix with Candy Bits, 16 oz, Gift Set � Pack of 4	em4:I/51jpaE-h46L._SL75_.jpg			0									Amzn US				95.6700	0.0000									111			59149	never sold					1CDC-581C-HMNM				1/21/2026 3:33:59 AM
	Grocery								0	168352045						N		1576136	AmznUS5-InvImp					N							New			Salutem Vita � Strawberry Toaster Pastries with Icing, Breakfast Treat Gift Set � Pack of 8	em4:I/51QBIP8SxbL._SL75_.jpg			0									Amzn US				96.3400	0.0000									111			59149	never sold					1CDC-581C-HN20				1/21/2026 3:33:59 AM
	Grocery								0	168352046						N		1576136	AmznUS5-InvImp					N							New			Salutem Vita � Applegate Naturals Frittata Bites, Egg and Cheese Breakfast Snack, Gift Set � Pack of 3	em4:I/51iNheFgdyL._SL75_.jpg			0									Amzn US				93.9300	0.0000									111			59149	never sold					1CDC-581C-HV7A				1/21/2026 3:33:59 AM
	Grocery								0	168352047						N		1576136	AmznUS5-InvImp					N							New			Salutem Vita � Premium Devil's Food Cake Mix, Rich Chocolate Dessert Baking, 16 oz, Gift Set � Pack of 8	em4:I/511yBnyh2TL._SL75_.jpg			0									Amzn US				96.6500	0.0000									111			59149	never sold					1CDC-581C-I625				1/21/2026 3:33:59 AM
	Grocery								0	168352048						N		1576136	AmznUS5-InvImp					N							New			Salutem Vita � Toaster Strudel Apple and Cinnabon Cinnamon Roll Pastries, Gift Set � Pack of 6	em4:I/51rQGhwV0wL._SL75_.jpg			0									Amzn US				95.0300	0.0000									111			59149	never sold					1CDC-581C-I9NE				1/21/2026 3:33:59 AM
	Pet Products								0	168352049						N		1576136	AmznUS5-InvImp					N							New			Salutem Vita � Dog Joy Turkey Bacon Recipe Soft Dog Treats 3oz, Gift Set � Pack of 6	em4:I/51hlQrbzWTL._SL75_.jpg			0									Amzn US				94.0100	0.0000									111			59149	never sold					1CDC-581C-IE4O				1/21/2026 3:33:59 AM
	Grocery								0	168352050						N		1576136	AmznUS5-InvImp					N							New			Salutem Vita � Gluten-Free Seasoned Shredded Potatoes Tater Tots, Gift Set, 32 oz � Pack of 6	em4:I/51pq9n6iQLL._SL75_.jpg			0									Amzn US				96.9300	0.0000									111			59149	never sold					1CDC-581C-ILKK				1/21/2026 3:33:59 AM
	Grocery								0	168352051						N		1576136	AmznUS5-InvImp					N							New			Salutem Vita � Strawberry Premium Cake Mix, Baking Essentials, 16 oz, Gift Set � Pack of 8	em4:I/51-NokGLobL._SL75_.jpg			0									Amzn US				95.7000	0.0000									111			59149	never sold					1CDC-581C-IW6F				1/21/2026 3:33:59 AM
	Grocery								0	168352052						N		1576136	AmznUS5-InvImp					N							New			Salutem Vita � Applegate Naturals Frittata Bites, Egg and Cheese Breakfast Snack, Gift Set � Pack of 3	em4:I/51DKtX0y9bL._SL75_.jpg			0									Amzn US				93.9300	0.0000									111			59149	never sold					1CDC-581C-J7UI				1/21/2026 3:33:59 AM
	Health and Beauty								0	168352053						N		1576136	AmznUS5-InvImp					N							New			Salutem Vita Advance Formula Detox - Detox Kit - Advanced Formula Detox 3 pc(126 Caps), Multi Panel Test Cup 1pc - Supplement for Toxin Removal	em4:I/51Ol8SrolEL._SL75_.jpg			0									Amzn US				99.9000	0.0000									111			59149	never sold					1CDC-581H-4XFX				1/21/2026 3:33:59 AM
	Grocery								0	168352054						N		1576136	AmznUS5-InvImp					N							New			Salutem Vita � Gluten-Free Frozen Mini Tater Tots, Gift Set, 28 oz � Pack of 6	em4:I/51H4vdnOL3L._SL75_.jpg			0									Amzn US				96.9300	0.0000									111			59149	never sold					1CDC-581H-5IF5				1/21/2026 3:33:59 AM
	Grocery								0	168352055						N		1576136	AmznUS5-InvImp					N							New			Salutem Vita � Shrimp Poppers with Oven Crispy Breading, Frozen Seafood Appetizer, Gift Set, 20 oz � Pack of 5	em4:I/51stj9hgh8L._SL75_.jpg			0									Amzn US				99.1100	0.0000									111			59149	never sold					1CDC-581H-5ZCN				1/21/2026 3:33:59 AM
	Pet Products								0	168352056						N		1576136	AmznUS5-InvImp					N							New			Salutem Vita Premium Chilled Dog Food Gift Set � Tender Chicken Meal Kit with Carrots & Spinach, 3 lb Bag - Pack of 2 (Total 6 lb)	em4:I/4104AqCXQmL._SL75_.jpg			0									Amzn US				108.3500	0.0000									111			59149	never sold					1CDC-581H-60DG				1/21/2026 3:33:59 AM
	Grocery								0	156318806						N		1523763	AmznUS4-InvImp					N							New			Ruiz El Monterey Cheesy Pepper Jack Tornado, 3 Ounce - 24 per case.	em4:I/31tShuSCvLL._SL75_.jpg			0									Amzn US				68.2000	0.0000									333			59149	never sold					1C-PMLY-SEMM				1/13/2025 9:17:53 PM
	Grocery								0	159686052						N		1523763	AmznUS4-InvImp					N							New			Smucker�s Uncrustables Variety Pack- Smuckers Sandwich Peanut Butter & Strawberry Jam- Smucker�s Peanut Butter & Grape Jelly Sandwich - 4 Pack (2 Boxes of Each) - Ready Set Gourmet Donate a Meal	em4:I/41xYn5IXvLL._SL75_.jpg			0									Amzn US				199.9800	0.0000									555			59149	never sold					1F-7IJC-JFA7				5/4/2025 6:17:22 PM
	Grocery	0.0000		B0DQVL1H6W	100	MySelf	22.0000	103.8000	0	155876851	15.5700	1				N		1217266	AmznUS-InvImp	1				N		Y	N	N		Y	New			Salutem Vita - Beef Cube Steak, 3 lb (actual weight may vary within 5%)	em4:I/41NB9OZNGXL._SL75_.jpg			0									Amzn US				80.7800	0.0000		88.86	73.18	81.8000	22.0000	103.8000	0.0000		777								510094	1F-S5FG-NLS2				12/18/2024 8:32:42 PM
11.0000	Grocery	0.0000		B0DWXGC5VR	100	MySelf	20.5000	115.4600	0	157134773	17.3200	1				N		1217266	AmznUS-InvImp	1				N		Y	N	N		Y	New			Salutem Vita - Oven-Baked Honey Ham, 1 lbs. (actual weight may vary within 5%) - Pack of 2	em4:I/41NHmDvrFLL._SL75_.jpg			0									Amzn US				86.8200	64.3100		119.61	88.6	94.9600	20.5000	115.4600	0.0000	25.0000	777			59149	never sold				0	1F-Z8KT-42U3				2/12/2025 11:26:21 AM
19.0000	Grocery	0.0000		B0DW3ML8QK	100	MySelf	43.0000	333.1300	0	156942638	49.9700	1				N		1217266	AmznUS-InvImp	1				N		Y	N	N		Y	New			Salutem Vita - Spicy Jalapeno Chicken Dinner Sausage, 32 oz. - Pack of 6	em4:I/41aGoF-g+sL._SL75_.jpg			0									Amzn US				290.1300	214.9100		290.13	275.19	290.1300	43.0000	333.1300	0.0000	94.0000	666			59149	never sold				0	1G-8ZVH-JGZJ				2/5/2025 2:38:46 PM
	Grocery	0.0000		B0DXNB191Q	100	MySelf	22.0000	106.9700	0	157245707	16.0500	1				N		1217266	AmznUS-InvImp	1				N		Y	N	N		Y	New			Salutem Vita - Natural Uncured Turkey Bacon, 1.5 lbs. (actual weight may vary within 5%) - Pack of 2	em4:I/41QYc-wtskL._SL75_.jpg			0									Amzn US				84.9700	0.0000		84.97	69.98	84.9700	22.0000	106.9700	0.0000		888			59149	never sold				0	1J-AZ9I-MOZT				2/19/2025 4:32:09 AM
	Grocery	0.0000		B0DZP6Z425	0	A1LCOF57VUVMI4	28.0000	140.0600	0	164861468	0.0000	2				N		1217266	AmznUS-InvImp	0				N		X	X	X		N	New			Salutem Vita � Premium Dog Meal Gift Set � Natural & Nutritious Variety Pack, 8.5 lbs.	em4:I/41xT6qQWbKL._SL75_.jpg			0									Amzn US				167.3800	0.0000		167.38	137.85	0.0000	0.0000	0.0000	0.0000		542			59149	never sold				0	1M-WNN4-HZHG				12/8/2025 4:02:01 AM
14.0000	Grocery	0.0000		B0DW3PNTRH	100	MySelf	34.0000	233.2600	0	156939773	34.9900	1				N		1217266	AmznUS-InvImp	1				N		Y	N	N		Y	New			Salutem Vita - Roasted Garlic Chicken Dinner Sausage, 32 oz. - Pack of 4	em4:I/51F6mE9SZrL._SL75_.jpg			0									Amzn US				199.2600	147.6000		199.26	190.12	199.2600	34.0000	233.2600	0.0000	64.0000	666			59149	never sold				0	1N-NL3G-7ZMW				2/5/2025 11:22:25 AM
11.0000	Grocery	0.0000		B078255NK3	100	MySelf	17.5000	63.5400	0	130500676	9.5300	2				N		1217266	AmznUS-InvImp	1				N		Y	N	N		Y	New			JIMMY DEAN BREAKFAST SANDWICH SAUSAGE, EGG & CHEESE BISCUIT 9 OZ PACK OF 3	em4:I/51plkshkKxL._SL75_.jpg			0									Amzn US				51.7600	38.3400		51.76	38.34	46.0400	17.5000	63.5400	46.1300	11.0000	44			59021	Manual min/max				125524	1O-ILOX-JVCT				10/5/2022 6:20:14 PM
	Sports & Outdoors								0	154596718						N		1523763	AmznUS4-InvImp					N							New			Salutem Vita - Styrofoam Cooler, Ice Chest (22qt)	em4:I/31WGlylV8wL._SL75_.jpg			0									Amzn US				39.9000	0.0000									50			59021	Manual min/max					1Q-383H-TBIR				11/2/2024 3:30:49 AM
	Grocery	0.0000		B0DPL6SF75	100	MySelf	34.0000	132.5300	0	155471611	19.8800	1				N		1217266	AmznUS-InvImp	1				N		Y	N	N		Y	New			Salutem Vita - Sweet Italian Ground Sausage, 2 ct./16 oz. - Pack of 4	em4:I/51kDKe2JAeL._SL75_.jpg			0									Amzn US				98.5300	0.0000		98.53	81.14	98.5300	34.0000	132.5300	0.0000		555			59149	never sold				0	1Q-RDEO-7H8W				12/4/2024 5:30:52 PM
14.0000	Grocery	0.0000		B0DVGQXGH1	100	MySelf	34.7500	136.1600	0	156879194	20.4200	1				N		1217266	AmznUS-InvImp	1				N		Y	N	N		Y	New			Salutem Vita - Pork Loin Bone-In Center Cut Roast, 4.2 lb (actual weight may vary within 5%) - Pack of 2	em4:I/41JYkWQFD8L._SL75_.jpg			0									Amzn US				133.0400	98.5500		133.04	98.55	101.4100	34.7500	136.1600	0.0000	40.0000	777			59021	Manual min/max				561752	1S-XY2F-8WF4				1/31/2025 4:20:29 PM
	Grocery								0	164862271						N		1523763	AmznUS4-InvImp					N							New			Mixed Flavors (Strawberry, Grape, Raspberry, Chocolate, Honey, Peanut Butter) - Uncrustables Frozen Peanut Butter Sandwich, 4 count - Pack of 6 (total 24 pieces)	em4:I/51hi-ocPPXL._SL75_.jpg			0						Uncrustables			Amzn US				74.9000	0.0000									333									1T-11ZQ-907V				12/8/2025 7:33:53 AM
-12.0000	Grocery	0.0000	19.9900	B08HDFHZ1G	100	MySelf	36.0000	102.2000	0	134435956	15.3300	1				N		1217266	AmznUS-InvImp	1				N		Y	N	N		Y	New			Evaxo Panko Chicken Nuggets, 5 lbs.#B	em4:I/51eHS3mRfJL._SL75_.jpg			0									Amzn US				66.2000	49.0400		66.2	49.04	66.2000	36.0000	102.2000	0.0000	24.0000	77			59021	Manual min/max				363812	1T-8OEG-JPDU				1/26/2023 8:27:36 PM
9.0000	Grocery	0.0000	11.4800	B07H5VY1Q8	0		0.0000	0.0000	0	131830240	0.0000	0				N		1217266	AmznUS-InvImp	0				N		X	X	X		N	New			Jamaican Style Patties, Baked (Spicy), individually Wrapped Patties (10)	em4:I/517cpjBj3ZL._SL75_.jpg			0									Amzn US				51.1100	37.8600		56.22	55.13	0.0000	0.0000	0.0000	0.0000	21.0000	378								0	1V-497X-LZQS				11/21/2022 6:16:56 PM
	Grocery								0	157328284						N		1523763	AmznUS4-InvImp					N							New			Salutem Vita - Buffalo-Style Chicken Breast, 1.25 lbs. (actual weight may vary within 5%) - Pack of 6	em4:I/41DH8XgX7ML._SL75_.jpg			0									Amzn US				152.8700	0.0000									777			59149	never sold					1V-7JQU-G3J8				2/23/2025 11:21:10 PM
	Grocery	0.0000		B099LFW1LT	100	MySelf	57.0000	319.4600	0	164861469	47.9200	1				N		1217266	AmznUS-InvImp	1				N		Y	N	N		Y	New			Gourmet Kitchn White Castle Cheese Sliders | Frozen Cheeseburger Sliders - 3 Boxes (3.66oz. 32 ct. Each) Total 96 Cheese Sliders	em4:I/31xKC8G60SS._SL75_.jpg			0									Amzn US				337.5000	250.0000		337.5	250	262.4600	57.0000	319.4600	0.0000	125.0000	139			59021	Manual min/max				149552	1V-QTM2-7QFM				12/8/2025 4:02:02 AM
5.0000	Grocery	0.0000		B094WBJT5R	0		0.0000	0.0000	0	133932104	26.8500	0				N		1217266	AmznUS-InvImp	0				N		Z	N	N		Y	New			Garden Lites Veggies Made Great Spinach Egg White Frittatas (Pack of 2) - 20 Individually Wrapped Frozen Frittatas in Each Box, 40 Total - Gluten-Free	em4:I/51OuGLbVL3S._SL75_.jpg			0									Amzn US				160.6400	118.9900		160.64	118.99	118.9900	60.0000	178.9900	0.0000	47.0000	55			59021	Manual min/max				0	1X-L45A-ZMMX				1/20/2023 8:21:23 AM
11.0000	Grocery	0.0000		B0DW7CNC8H	100	MySelf	35.5000	186.0500	0	156958814	27.9100	1				N		1217266	AmznUS-InvImp	1				N		Y	N	N		Y	New			Salutem Vita - 99% Fat Free Extra Lean Turkey Breast Tenderloins, 1,5 lbs. (actual weight may vary within 5%) - Pack of 6	em4:I/51X529PRTjL._SL75_.jpg			0									Amzn US				188.8800	139.9100		188.88	139.91	150.5500	35.5000	186.0500	0.0000	62.0000	666			59021	Manual min/max				594389	20-76CK-2475				2/6/2025 8:26:37 AM
14.0000	Grocery	0.0000		B0DVR7CFY1	100	MySelf	34.0000	222.2200	0	156895086	33.3300	1				N		1217266	AmznUS-InvImp	1				N		Y	N	N		Y	New			Salutem Vita - Angus Beef Meatballs, 4 lbs. - Pack of 2	em4:I/515Ju7E2KzL._SL75_.jpg			0									Amzn US				188.2200	139.4200		188.22	180.49	188.2200	34.0000	222.2200	0.0000	60.0000	777			59149	never sold				0	25-J73L-3BG7				2/2/2025 6:30:29 PM
14.0000	Grocery								0	157194242						N		1523763	AmznUS4-InvImp					N							New			Salutem Vita - White Meat Chicken Salad, 2 lbs. (actual weight may vary within 5%) - Pack of 4	em4:I/516pEQ54AEL._SL75_.jpg			0									Amzn US				199.2600	147.6000								64.0000	888			59149	never sold					2B-8K30-DRLR				2/15/2025 9:35:32 PM
	Grocery	0.0000		B0DY34VHXJ	100	MySelf	25.0000	122.4200	0	157312352	18.3600	1				N		1217266	AmznUS-InvImp	1				N		Y	N	N		Y	New			Salutem Vita - Black Forest Ham, 1.25 lbs. (actual weight may vary within 5%) - Pack of 4	em4:I/61kkD08pgtL._SL75_.jpg			0									Amzn US				96.8200	0.0000		106.5	87.71	97.4200	25.0000	122.4200	0.0000		887								0	2B-IHBC-BEPF				2/22/2025 1:34:11 AM
	Grocery								0	157242072						N		1523763	AmznUS4-InvImp					N							New			Salutem Vita - Natural Hickory Smoked Uncured Sunday Bacon, 1.5 lbs. (actual weight may vary within 5%) - Pack of 3	em4:I/412AY7exTjL._SL75_.jpg			0									Amzn US				113.8500	0.0000									444			59149	never sold					2B-TV14-ATPE				2/19/2025 2:24:01 AM
	Grocery	0.0000	13.9800	B004E75BG8	0		0.0000	0.0000	0	127301037	0.0000	0				N		1217266	AmznUS-InvImp	0				N		X	X	X		N	New			Boursin Cheese with Garlic and Fine Herbs - Gournay Cheese - 5.2oz - (Pack of 2)	em4:I/51XUnOjUYNL._SL75_.jpg			0									Amzn US				29.3000	21.7000		29.3	21.7	0.0000	0.0000	0.0000	0.0000	9.0000	5			59021	Manual min/max				0	2E-4XP9-EVU9				5/26/2022 8:10:16 PM
	Grocery	0.0000		B0DSK925VQ	100	MySelf	37.0000	140.0600	0	156265022	21.0100	1				N		1217266	AmznUS-InvImp	1				N		Y	N	N		Y	New			Salutem Vita - Bone-In Pork Loin Chop Center Cut, 5.2 lb (actual weight may vary within 5%) - Pack of 2	em4:I/41y9HCVHolL._SL75_.jpg			0									Amzn US				100.3300	0.0000		110.36	90.88	103.0600	37.0000	140.0600	0.0000		555								667802	2G-ZR1H-PV3S				1/9/2025 6:18:08 AM
	Grocery	0.0000		B0DQVP6MBM	100	MySelf	35.5000	216.6300	0	155876853	32.4900	1				N		1217266	AmznUS-InvImp	1				N		Y	N	N		Y	New			Salutem Vita - Beef Cube Steak, 3 lb (actual weight may vary within 5%) - Pack of 3	em4:I/51DJfD0+4rL._SL75_.jpg			0									Amzn US				181.1300	0.0000		181.13	149.16	181.1300	35.5000	216.6300	0.0000		666			59149	never sold				0	2H-K6C6-9698				12/18/2024 8:32:43 PM
14.0000	Grocery	0.0000		B0DVHYHG56	100	MySelf	34.3000	160.2800	0	156869161	24.0400	1				N		1217266	AmznUS-InvImp	1				N		Y	N	N		Y	New			Salutem Vita - Boneless Pork Shoulder Butt, 8.2 lbs. (actual weight may vary within 5%)	em4:I/61XoXnajC3L._SL75_.jpg			0									Amzn US				122.0300	90.3900		165.79	122.81	125.9800	34.3000	160.2800	0.0000	36.0000	666			59149	never sold				0	2J-6TFI-NE6P				1/31/2025 12:30:20 AM
	Grocery								0	157208787						N		1523763	AmznUS4-InvImp					N							New			Salutem Vita - Provolone Cheese, 1 lbs. (actual weight may vary within 5%) - Pack of 4	em4:I/41996gV300L._SL75_.jpg			0									Amzn US				84.9300	0.0000									333			59149	never sold					2L-R1OF-ANTN				2/17/2025 9:18:50 PM
	Grocery								0	157242073						N		1523763	AmznUS4-InvImp					N							New			Salutem Vita - Natural Hickory Smoked Uncured Sunday Bacon, 1.5 lbs. (actual weight may vary within 5%) - Pack of 2	em4:I/412AY7exTjL._SL75_.jpg			0									Amzn US				88.3700	0.0000									444			59149	never sold					2L-WETE-DXCV				2/19/2025 2:24:01 AM
11.0000	Grocery	0.0000		B0DVLT4CBW	100	MySelf	26.5000	206.9000	0	156879195	31.0400	1				N		1217266	AmznUS-InvImp	1				N		Y	N	N		Y	New			Salutem Vita - Top Round Thin Cut, 3 lbs - Pack of 2	em4:I/41nLd3l63TL._SL75_.jpg			0									Amzn US				180.6000	133.7800		180.6	170.33	180.4000	26.5000	206.9000	0.0000	59.0000	666			59149	never sold				0	2M-6HI0-Y4RA				1/31/2025 4:20:29 PM
14.0000	Grocery	0.0000		B09QT2N7ZR	100	MySelf	10.6300	52.8700	0	139920535	7.9300	1				N		1217266	AmznUS-InvImp	1				N		Y	N	N		Y	New			Motts 100% Apple Juice - No Sugar Added - Excellent Source of Vitamin C - 100 Calories Per Serving - Non GMO - Ready Set Gourmet Donate a Meal Program - 1 Pack (8ct, 6.75oz Each)	em4:I/41xYn5IXvLL._SL75_.jpg			0									Amzn US				42.2400	31.2900		42.24	31.29	42.2400	10.6300	52.8700	0.0000	6.0000	444			59021	Manual min/max				570568	2N-138V-6OGG				5/18/2023 8:14:16 PM
11.0000	Grocery								0	157194243						N		1523763	AmznUS4-InvImp					N							New			Salutem Vita - White Meat Chicken Salad, 2 lbs. (actual weight may vary within 5%) - Pack of 2	em4:I/516pEQ54AEL._SL75_.jpg			0									Amzn US				114.4000	84.7400								35.0000	888			59149	never sold					2N-J8UK-WL13				2/15/2025 9:35:32 PM
	Grocery	0.0000		B0DZDCDWFM	100	MySelf	22.0000	95.0500	0	157572656	14.2600	1				N		1217266	AmznUS-InvImp	1				N		Y	N	N		Y	New			Salutem Vita - Genoa Salami Authentic Italian Flavor, 16 oz - Pack of 3	em4:I/51i-fa+7paL._SL75_.jpg			0									Amzn US				73.0500	0.0000		73.05	60.16	73.0500	22.0000	95.0500	0.0000		777			59149	never sold				0	2Q-64NU-3DDO				3/5/2025 8:29:40 PM
	Grocery								0	156321417						N		1523763	AmznUS4-InvImp					N							New			Totinos Pepperoni Party Pizza, 10.2 Ounce -- 14 per case.	em4:I/51-Q1uk-LLL._SL75_.jpg			0									Amzn US				89.9000	0.0000									333									2S-GWAI-GMEK				1/14/2025 12:40:52 AM
	Grocery	0.0000		B0DQ28HHHG	100	MySelf	39.0000	194.9100	0	155603037	29.2400	0				N		1217266	AmznUS-InvImp	1				N		X	X	X		N	New			Smucker's Uncrustables Peanut Butter & Strawberry Jam Sandwiches, 4 count (Frozen) - Pack of 16 (total 64 pieces)	em4:I/41cBs4ZrlZL._SL75_.jpg			0									Amzn US				141.9900	0.0000		156.19	128.62	155.9100	39.0000	194.9100	0.0000		887								363274	2SUPBS				12/11/2024 12:36:39 AM
	Kitchen								0	154596719						N		1523763	AmznUS4-InvImp					N							New			Salutem Vita - Premium Insulated Cooler Bags for Picnics and Shopping - Keep Your Food and Drinks Cold on the Go! - Pack of 3	em4:I/41WsSdfowCL._SL75_.jpg			0									Amzn US				29.9000	0.0000									55			59149	never sold					2T-K49G-X2SS				11/2/2024 3:30:49 AM
	Grocery	0.0000		B0DXN54KQ5	100	MySelf	24.2500	133.0000	0	157245708	19.9500	1				N		1217266	AmznUS-InvImp	1				N		Y	N	N		Y	New			Salutem Vita - Natural Uncured Turkey Bacon, 1.5 lbs. (actual weight may vary within 5%) - Pack of 3	em4:I/41QYc-wtskL._SL75_.jpg			0									Amzn US				108.7500	0.0000		108.75	89.55	108.7500	24.2500	133.0000	0.0000		888			59149	never sold				0	2W-2GS4-K3PT				2/19/2025 4:32:09 AM
	Grocery	0.0000		B0DPLB268H	100	MySelf	37.0000	146.9600	0	155494374	22.0400	1				N		1217266	AmznUS-InvImp	1				N		Y	N	N		Y	New			Salutem Vita - Boneless Skinless Chicken Thighs, 5 lbs. (actual weight may vary within 5%) - Pack of 2	em4:I/51gJy81VPnL._SL75_.jpg			0									Amzn US				109.9600	0.0000		109.96	90.55	109.9600	37.0000	146.9600	0.0000		555			59149	never sold				0	2W-CSAO-X37D				12/5/2024 3:27:00 PM
14.0000	Grocery	0.0000		B0DW49WNHH	100	MySelf	43.0000	305.7200	0	156939774	45.8600	1				N		1217266	AmznUS-InvImp	1				N		Y	N	N		Y	New			Salutem Vita - Roasted Garlic Chicken Dinner Sausage, 32 oz. - Pack of 6	em4:I/61tOETAE8-L._SL75_.jpg			0									Amzn US				265.4600	196.6400		265.46	247.81	262.7200	43.0000	305.7200	0.0000	88.0000	666			59149	never sold				0	2W-FOV2-99EE				2/5/2025 11:22:25 AM
	Grocery	0.0000		B0DRPCDCC5	100	MySelf	40.0000	153.7800	0	156058803	23.0700	1				N		1217266	AmznUS-InvImp	1				N		Y	N	N		Y	New			Salutem Vita - Pork Loin Country Style Boneless Ribs 4 lb (actual weight may vary within 5%) - Pack of 3	em4:I/41kE6weLMVL._SL75_.jpg			0									Amzn US				155.0000	106.0000		155	106	113.7800	40.0000	153.7800	0.0000		666			59021	Manual min/max				647528	2X-WA6U-5GU0				12/27/2024 5:33:59 PM
	Grocery								0	155649593						N		1493335	AmznUS3-InvImp					N							New			Tyson All natural Perfectly Crispy Chicken Breast Strips with Rib Meat - Fully Cooked - No Antibiotics Ever - 6 Pack (25 oz Each) - Ready Set Gourmet Donate a meal Program	em4:I/41xYn5IXvLL._SL75_.jpg			0									Amzn US				194.0400	0.0000									555									31-LL5X-ADVZ				12/13/2024 4:20:45 AM
9.0000	Grocery	0.0000		B07ZN83NVF	100	MySelf	11.5000	40.7100	0	126527216	6.1100	1				N		1217266	AmznUS-InvImp	1				N		Y	N	N		Y	New			Pine River Port Wine Cold Pack Cheese Food 16 oz Made with Aged Natural Cheddar	em4:I/51yRR+kUmhL._SL75_.jpg			0									Amzn US				29.2100	21.6400		29.21	21.64	29.2100	11.5000	40.7100	0.0000	9.0000	5			59021	Manual min/max				439879	32-JPYB-NKD7				4/8/2022 10:16:27 PM
