ordinal,sku,asin,catalog_status,main_status,main_reason_codes,main_repair_readiness,gallery_status,gallery_planned_action,gallery_secondary_count,text_status,structured_status,amazon_pricing_status,amazon_observed_price,canonical_base_price,canonical_floor_price,canonical_price_basis,launch_status,launch_arm,launch_lever,channelmax_status,channelmax_observed_asin,channelmax_identity_exact_match,channelmax_model,channelmax_price,channelmax_floor,channelmax_ceiling,readiness,primary_blocker,blocker_codes,latest_evidence_at
30,ES-AS8A-3W3M,B0H83D8TFQ,ACTIVE_COHORT_IN_SEALED_PLAN,REPAIR_REQUIRED,LOOSE_ICE_VISIBLE,BLOCKED_AUTHENTICITY_PROVENANCE,KEEP_NO_WRITE_POINT_IN_TIME,KEEP,7,VERIFIED_POINT_IN_TIME,VERIFIED_POINT_IN_TIME,MATCH_EXPECTED_POINT_IN_TIME,85.99,85.99,74.75,LIVE_AUDIT,PROPOSED_NOT_OWNER_APPROVED_OR_APPLIED,A,COUPON_13,LIVE_DEFAULT_MODEL_OVERWRITE_RISK,B0H83D8TFQ,true,Default,85.99,76.88,93.36,NOT_PROVEN_IDEAL,MAIN_AUTHENTICITY_PROVENANCE_BLOCKED,AMAZON_PRICING_LATEST_READBACK_REQUIRED|CHANNELMAX_DEFAULT_MODEL_OVERWRITE_RISK|FINAL_DELAYED_READBACK_NOT_COMPLETE|GALLERY_CARD_WORDING_NOT_ESTABLISHED_BY_INPUTS|GALLERY_LATEST_READBACK_REQUIRED|LAUNCH_PROMOTION_NOT_OWNER_APPROVED_OR_APPLIED|MAIN_AUTHENTICITY_PROVENANCE_BLOCKED|MAIN_IMAGE_REPAIR_REQUIRED|STRUCTURED_ATTRIBUTES_LATEST_READBACK_REQUIRED|TEXT_LATEST_READBACK_REQUIRED,2026-07-19T00:35:37.000Z
31,EW-ASJ9-E79N,B0H82MT74H,ACTIVE_COHORT_IN_SEALED_PLAN,VISUAL_KEEP_PROVENANCE_PENDING,,NOT_APPLICABLE_STRICT_KEEP,KEEP_NO_WRITE_POINT_IN_TIME,KEEP,7,VERIFIED_POINT_IN_TIME,VERIFIED_POINT_IN_TIME,BELOW_EXPECTED_POINT_IN_TIME,74.81,85.99,74.75,LIVE_AUDIT,PROPOSED_NOT_OWNER_APPROVED_OR_APPLIED,B,SALEPRICE_13,LIVE_DEFAULT_MODEL_OVERWRITE_RISK,B0H82MT74H,true,Default,74.81,76.88,93.36,NOT_PROVEN_IDEAL,MAIN_IMAGE_PROVENANCE_GATE_NOT_ESTABLISHED,AMAZON_PRICING_BELOW_EXPECTED|CHANNELMAX_DEFAULT_MODEL_OVERWRITE_RISK|FINAL_DELAYED_READBACK_NOT_COMPLETE|GALLERY_CARD_WORDING_NOT_ESTABLISHED_BY_INPUTS|GALLERY_LATEST_READBACK_REQUIRED|LAUNCH_PROMOTION_NOT_OWNER_APPROVED_OR_APPLIED|MAIN_IMAGE_PROVENANCE_GATE_NOT_ESTABLISHED|STRUCTURED_ATTRIBUTES_LATEST_READBACK_REQUIRED|TEXT_LATEST_READBACK_REQUIRED,2026-07-19T00:35:37.000Z
32,EW-ASWP-PMZX,B0H891WSZ9,ACTIVE_COHORT_IN_SEALED_PLAN,REPAIR_REQUIRED,CARTON_COUNT_MATH_MISMATCH,BLOCKED_AUTHENTICITY_PROVENANCE,KEEP_NO_WRITE_POINT_IN_TIME,KEEP,7,VERIFIED_POINT_IN_TIME,VERIFIED_POINT_IN_TIME,BELOW_EXPECTED_POINT_IN_TIME,74.81,85.99,74.75,LIVE_AUDIT,PROPOSED_NOT_OWNER_APPROVED_OR_APPLIED,B,SALEPRICE_13,LIVE_DEFAULT_MODEL_OVERWRITE_RISK,B0H891WSZ9,true,Default,74.81,76.26,92.6,NOT_PROVEN_IDEAL,MAIN_AUTHENTICITY_PROVENANCE_BLOCKED,AMAZON_PRICING_BELOW_EXPECTED|CHANNELMAX_DEFAULT_MODEL_OVERWRITE_RISK|FINAL_DELAYED_READBACK_NOT_COMPLETE|GALLERY_CARD_WORDING_NOT_ESTABLISHED_BY_INPUTS|GALLERY_LATEST_READBACK_REQUIRED|LAUNCH_PROMOTION_NOT_OWNER_APPROVED_OR_APPLIED|MAIN_AUTHENTICITY_PROVENANCE_BLOCKED|MAIN_IMAGE_REPAIR_REQUIRED|STRUCTURED_ATTRIBUTES_LATEST_READBACK_REQUIRED|TEXT_LATEST_READBACK_REQUIRED,2026-07-19T00:35:37.000Z
33,EX-ASC0-5CRL,B0H83JJW1F,ACTIVE_COHORT_IN_SEALED_PLAN,VISUAL_KEEP_PROVENANCE_PENDING,,NOT_APPLICABLE_STRICT_KEEP,REBUILD_NOT_APPLIED,REBUILD_GALLERY,5,VERIFIED_POINT_IN_TIME,VERIFIED_POINT_IN_TIME,NO_OFFER_POINT_IN_TIME,,297.99,258.57,LIVE_AUDIT,PROPOSED_NOT_OWNER_APPROVED_OR_APPLIED,B,SALEPRICE_13,LIVE_DEFAULT_MODEL_OVERWRITE_RISK,B0H83JJW1F,true,Default,0,349.41,424.28,NOT_PROVEN_IDEAL,MAIN_IMAGE_PROVENANCE_GATE_NOT_ESTABLISHED,AMAZON_PRICING_NO_OFFER|CHANNELMAX_DEFAULT_MODEL_OVERWRITE_RISK|FINAL_DELAYED_READBACK_NOT_COMPLETE|GALLERY_CARD_WORDING_NOT_ESTABLISHED_BY_INPUTS|GALLERY_REBUILD_NOT_VERIFIED|LAUNCH_PROMOTION_NOT_OWNER_APPROVED_OR_APPLIED|MAIN_IMAGE_PROVENANCE_GATE_NOT_ESTABLISHED|STRUCTURED_ATTRIBUTES_LATEST_READBACK_REQUIRED|TEXT_LATEST_READBACK_REQUIRED,2026-07-19T00:35:37.000Z
34,EZ-ASLA-Y7MZ,B0H83GBJLW,ACTIVE_COHORT_IN_SEALED_PLAN,REPAIR_REQUIRED,INDIVIDUAL_WRAPPER_HAS_CARTON_COUNT_BADGE|MINI_CARTON_PRESENTED_AS_WRAPPER,BLOCKED_AUTHENTICITY_PROVENANCE,REBUILD_NOT_APPLIED,REBUILD_GALLERY,5,VERIFIED_POINT_IN_TIME,VERIFIED_POINT_IN_TIME,MATCH_EXPECTED_POINT_IN_TIME,252.99,252.99,219.57,LIVE_AUDIT,PROPOSED_NOT_OWNER_APPROVED_OR_APPLIED,A,COUPON_13,LIVE_DEFAULT_MODEL_OVERWRITE_RISK,B0H83GBJLW,true,Default,252.99,221.27,268.69,NOT_PROVEN_IDEAL,MAIN_AUTHENTICITY_PROVENANCE_BLOCKED,AMAZON_PRICING_LATEST_READBACK_REQUIRED|CHANNELMAX_DEFAULT_MODEL_OVERWRITE_RISK|FINAL_DELAYED_READBACK_NOT_COMPLETE|GALLERY_CARD_WORDING_NOT_ESTABLISHED_BY_INPUTS|GALLERY_REBUILD_NOT_VERIFIED|LAUNCH_PROMOTION_NOT_OWNER_APPROVED_OR_APPLIED|MAIN_AUTHENTICITY_PROVENANCE_BLOCKED|MAIN_IMAGE_REPAIR_REQUIRED|STRUCTURED_ATTRIBUTES_LATEST_READBACK_REQUIRED|TEXT_LATEST_READBACK_REQUIRED,2026-07-19T00:35:37.000Z
35,FK-AS6B-6G25,B0H8259J9G,ACTIVE_COHORT_IN_SEALED_PLAN,VISUAL_KEEP_PROVENANCE_PENDING,,NOT_APPLICABLE_STRICT_KEEP,KEEP_NO_WRITE_POINT_IN_TIME,KEEP,7,VERIFIED_POINT_IN_TIME,VERIFIED_POINT_IN_TIME,MATCH_EXPECTED_POINT_IN_TIME,76.99,76.99,66.95,LIVE_AUDIT,PROPOSED_NOT_OWNER_APPROVED_OR_APPLIED,A,COUPON_13,LIVE_DEFAULT_MODEL_OVERWRITE_RISK,B0H8259J9G,true,Default,76.99,64.14,77.88,NOT_PROVEN_IDEAL,MAIN_IMAGE_PROVENANCE_GATE_NOT_ESTABLISHED,AMAZON_PRICING_LATEST_READBACK_REQUIRED|CHANNELMAX_DEFAULT_MODEL_OVERWRITE_RISK|FINAL_DELAYED_READBACK_NOT_COMPLETE|GALLERY_CARD_WORDING_NOT_ESTABLISHED_BY_INPUTS|GALLERY_LATEST_READBACK_REQUIRED|LAUNCH_PROMOTION_NOT_OWNER_APPROVED_OR_APPLIED|MAIN_IMAGE_PROVENANCE_GATE_NOT_ESTABLISHED|STRUCTURED_ATTRIBUTES_LATEST_READBACK_REQUIRED|TEXT_LATEST_READBACK_REQUIRED,2026-07-19T00:35:37.000Z
36,FM-AS51-S4MT,B0H853VHRF,ACTIVE_COHORT_IN_SEALED_PLAN,REPAIR_REQUIRED,CARTON_COUNT_MATH_MISMATCH|MISSING_RECIPE_COMPONENT,BLOCKED_AUTHENTICITY_PROVENANCE,REBUILD_NOT_APPLIED,REBUILD_GALLERY,7,VERIFIED_POINT_IN_TIME,VERIFIED_POINT_IN_TIME,BELOW_EXPECTED_POINT_IN_TIME,66.98,76.99,66.95,LIVE_AUDIT,PROPOSED_NOT_OWNER_APPROVED_OR_APPLIED,B,SALEPRICE_13,LIVE_DEFAULT_MODEL_OVERWRITE_RISK,B0H853VHRF,true,Default,66.98,64.38,78.18,NOT_PROVEN_IDEAL,MAIN_AUTHENTICITY_PROVENANCE_BLOCKED,AMAZON_PRICING_BELOW_EXPECTED|CHANNELMAX_DEFAULT_MODEL_OVERWRITE_RISK|FINAL_DELAYED_READBACK_NOT_COMPLETE|GALLERY_CARD_WORDING_NOT_ESTABLISHED_BY_INPUTS|GALLERY_REBUILD_NOT_VERIFIED|LAUNCH_PROMOTION_NOT_OWNER_APPROVED_OR_APPLIED|MAIN_AUTHENTICITY_PROVENANCE_BLOCKED|MAIN_IMAGE_REPAIR_REQUIRED|STRUCTURED_ATTRIBUTES_LATEST_READBACK_REQUIRED|TEXT_LATEST_READBACK_REQUIRED,2026-07-19T00:35:37.000Z
37,FN-ASVM-UWAG,B0H85J88LJ,ACTIVE_COHORT_IN_SEALED_PLAN,REPAIR_REQUIRED,MISSING_RECIPE_COMPONENT|WRONG_NUTRITION_OR_VARIANT_TEXT,BLOCKED_AUTHENTICITY_PROVENANCE,REBUILD_NOT_APPLIED,REBUILD_GALLERY,7,VERIFIED_POINT_IN_TIME,VERIFIED_POINT_IN_TIME,BELOW_EXPECTED_POINT_IN_TIME,66.98,76.99,66.95,LIVE_AUDIT,PROPOSED_NOT_OWNER_APPROVED_OR_APPLIED,B,SALEPRICE_13,LIVE_DEFAULT_MODEL_OVERWRITE_RISK,B0H85J88LJ,true,Default,66.98,64.89,78.79,NOT_PROVEN_IDEAL,MAIN_AUTHENTICITY_PROVENANCE_BLOCKED,AMAZON_PRICING_BELOW_EXPECTED|CHANNELMAX_DEFAULT_MODEL_OVERWRITE_RISK|FINAL_DELAYED_READBACK_NOT_COMPLETE|GALLERY_CARD_WORDING_NOT_ESTABLISHED_BY_INPUTS|GALLERY_REBUILD_NOT_VERIFIED|LAUNCH_PROMOTION_NOT_OWNER_APPROVED_OR_APPLIED|MAIN_AUTHENTICITY_PROVENANCE_BLOCKED|MAIN_IMAGE_REPAIR_REQUIRED|STRUCTURED_ATTRIBUTES_LATEST_READBACK_REQUIRED|TEXT_LATEST_READBACK_REQUIRED,2026-07-19T00:35:37.000Z
38,FR-AS6X-5KJY,B0H827V9DJ,ACTIVE_COHORT_IN_SEALED_PLAN,REPAIR_REQUIRED,LOOSE_ICE_VISIBLE|VISIBLE_TEXT_INTEGRITY_FAIL,REFERENCE_READY_PENDING_EXPLICIT_CONTROLLED_GENERATION,REBUILD_NOT_APPLIED,REBUILD_GALLERY,6,VERIFIED_POINT_IN_TIME,VERIFIED_POINT_IN_TIME,MATCH_EXPECTED_POINT_IN_TIME,76.99,76.99,66.95,LIVE_AUDIT,PROPOSED_NOT_OWNER_APPROVED_OR_APPLIED,A,COUPON_13,LIVE_DEFAULT_MODEL_OVERWRITE_RISK,B0H827V9DJ,true,Default,76.99,64.64,78.48,NOT_PROVEN_IDEAL,MAIN_CONTROLLED_GENERATION_NOT_AUTHORIZED_OR_RUN,AMAZON_PRICING_LATEST_READBACK_REQUIRED|CHANNELMAX_DEFAULT_MODEL_OVERWRITE_RISK|FINAL_DELAYED_READBACK_NOT_COMPLETE|GALLERY_CARD_WORDING_NOT_ESTABLISHED_BY_INPUTS|GALLERY_REBUILD_NOT_VERIFIED|LAUNCH_PROMOTION_NOT_OWNER_APPROVED_OR_APPLIED|MAIN_CONTROLLED_GENERATION_NOT_AUTHORIZED_OR_RUN|MAIN_IMAGE_REPAIR_REQUIRED|STRUCTURED_ATTRIBUTES_LATEST_READBACK_REQUIRED|TEXT_LATEST_READBACK_REQUIRED,2026-07-19T00:35:37.000Z
39,FV-AS47-EJZW,B0H82SZSYJ,ACTIVE_COHORT_IN_SEALED_PLAN,VISUAL_KEEP_PROVENANCE_PENDING,,NOT_APPLICABLE_STRICT_KEEP,KEEP_NO_WRITE_POINT_IN_TIME,KEEP,7,VERIFIED_POINT_IN_TIME,VERIFIED_POINT_IN_TIME,BELOW_EXPECTED_POINT_IN_TIME,114.27,130.99,114.27,LIVE_AUDIT,PROPOSED_NOT_OWNER_APPROVED_OR_APPLIED,B,SALEPRICE_12,LIVE_DEFAULT_MODEL_OVERWRITE_RISK,B0H82SZSYJ,true,Default,114.27,113.66,138.02,NOT_PROVEN_IDEAL,MAIN_IMAGE_PROVENANCE_GATE_NOT_ESTABLISHED,AMAZON_PRICING_BELOW_EXPECTED|CHANNELMAX_DEFAULT_MODEL_OVERWRITE_RISK|FINAL_DELAYED_READBACK_NOT_COMPLETE|GALLERY_CARD_WORDING_NOT_ESTABLISHED_BY_INPUTS|GALLERY_LATEST_READBACK_REQUIRED|LAUNCH_PROMOTION_NOT_OWNER_APPROVED_OR_APPLIED|MAIN_IMAGE_PROVENANCE_GATE_NOT_ESTABLISHED|STRUCTURED_ATTRIBUTES_LATEST_READBACK_REQUIRED|TEXT_LATEST_READBACK_REQUIRED,2026-07-19T00:35:37.000Z
40,FX-AS2W-KHZT,B0H827J2XZ,ACTIVE_COHORT_IN_SEALED_PLAN,REPAIR_REQUIRED,WRONG_FLAVOR_VISIBLE|FICTIONAL_OR_ALTERED_PACKAGE_ART|WRONG_NUTRITION_OR_VARIANT_TEXT|GENERIC_OR_UNBRANDED_PACKAGE,BLOCKED_AUTHENTICITY_PROVENANCE,KEEP_NO_WRITE_POINT_IN_TIME,KEEP,7,VERIFIED_POINT_IN_TIME,VERIFIED_POINT_IN_TIME,NO_OFFER_POINT_IN_TIME,,76.99,66.95,LIVE_AUDIT,PROPOSED_NOT_OWNER_APPROVED_OR_APPLIED,B,SALEPRICE_13,LIVE_DEFAULT_MODEL_OVERWRITE_RISK,B0H827J2XZ,true,Default,0,77.64,94.27,NOT_PROVEN_IDEAL,MAIN_AUTHENTICITY_PROVENANCE_BLOCKED,AMAZON_PRICING_NO_OFFER|CHANNELMAX_DEFAULT_MODEL_OVERWRITE_RISK|FINAL_DELAYED_READBACK_NOT_COMPLETE|GALLERY_CARD_WORDING_NOT_ESTABLISHED_BY_INPUTS|GALLERY_LATEST_READBACK_REQUIRED|LAUNCH_PROMOTION_NOT_OWNER_APPROVED_OR_APPLIED|MAIN_AUTHENTICITY_PROVENANCE_BLOCKED|MAIN_IMAGE_REPAIR_REQUIRED|STRUCTURED_ATTRIBUTES_LATEST_READBACK_REQUIRED|TEXT_LATEST_READBACK_REQUIRED,2026-07-19T00:35:37.000Z
41,GG-ASNC-C9WA,B0H8219Z7T,ACTIVE_COHORT_IN_SEALED_PLAN,VISUAL_KEEP_PROVENANCE_PENDING,,NOT_APPLICABLE_STRICT_KEEP,REBUILD_NOT_APPLIED,REBUILD_GALLERY,6,VERIFIED_POINT_IN_TIME,VERIFIED_POINT_IN_TIME,BELOW_EXPECTED_POINT_IN_TIME,74.81,85.99,74.75,LIVE_AUDIT,PROPOSED_NOT_OWNER_APPROVED_OR_APPLIED,B,SALEPRICE_13,LIVE_DEFAULT_MODEL_OVERWRITE_RISK,B0H8219Z7T,true,Default,74.81,76.88,93.36,NOT_PROVEN_IDEAL,MAIN_IMAGE_PROVENANCE_GATE_NOT_ESTABLISHED,AMAZON_PRICING_BELOW_EXPECTED|CHANNELMAX_DEFAULT_MODEL_OVERWRITE_RISK|FINAL_DELAYED_READBACK_NOT_COMPLETE|GALLERY_CARD_WORDING_NOT_ESTABLISHED_BY_INPUTS|GALLERY_REBUILD_NOT_VERIFIED|LAUNCH_PROMOTION_NOT_OWNER_APPROVED_OR_APPLIED|MAIN_IMAGE_PROVENANCE_GATE_NOT_ESTABLISHED|STRUCTURED_ATTRIBUTES_LATEST_READBACK_REQUIRED|TEXT_LATEST_READBACK_REQUIRED,2026-07-19T00:35:37.000Z
42,GR-AS0R-YPCF,B0H82GJ292,ACTIVE_COHORT_IN_SEALED_PLAN,REPAIR_REQUIRED,INDIVIDUAL_WRAPPER_HAS_CARTON_COUNT_BADGE|MINI_CARTON_PRESENTED_AS_WRAPPER,BLOCKED_AUTHENTICITY_PROVENANCE,REBUILD_NOT_APPLIED,REBUILD_GALLERY,5,VERIFIED_POINT_IN_TIME,VERIFIED_POINT_IN_TIME,BELOW_EXPECTED_POINT_IN_TIME,74.81,85.99,74.75,LIVE_AUDIT,PROPOSED_NOT_OWNER_APPROVED_OR_APPLIED,B,SALEPRICE_13,LIVE_DEFAULT_MODEL_OVERWRITE_RISK,B0H82GJ292,true,Default,74.81,78.13,94.88,NOT_PROVEN_IDEAL,MAIN_AUTHENTICITY_PROVENANCE_BLOCKED,AMAZON_PRICING_BELOW_EXPECTED|CHANNELMAX_DEFAULT_MODEL_OVERWRITE_RISK|FINAL_DELAYED_READBACK_NOT_COMPLETE|GALLERY_CARD_WORDING_NOT_ESTABLISHED_BY_INPUTS|GALLERY_REBUILD_NOT_VERIFIED|LAUNCH_PROMOTION_NOT_OWNER_APPROVED_OR_APPLIED|MAIN_AUTHENTICITY_PROVENANCE_BLOCKED|MAIN_IMAGE_REPAIR_REQUIRED|STRUCTURED_ATTRIBUTES_LATEST_READBACK_REQUIRED|TEXT_LATEST_READBACK_REQUIRED,2026-07-19T00:35:37.000Z
43,GR-AS1P-DBB2,B0H82S7TFG,ACTIVE_COHORT_IN_SEALED_PLAN,REPAIR_REQUIRED,CARTON_COUNT_MATH_MISMATCH,BLOCKED_AUTHENTICITY_PROVENANCE,REBUILD_NOT_APPLIED,REBUILD_GALLERY,6,VERIFIED_POINT_IN_TIME,VERIFIED_POINT_IN_TIME,BELOW_EXPECTED_POINT_IN_TIME,66.98,76.99,66.95,LIVE_AUDIT,PROPOSED_NOT_OWNER_APPROVED_OR_APPLIED,B,SALEPRICE_13,LIVE_DEFAULT_MODEL_OVERWRITE_RISK,B0H82S7TFG,true,Default,66.98,64.14,77.88,NOT_PROVEN_IDEAL,MAIN_AUTHENTICITY_PROVENANCE_BLOCKED,AMAZON_PRICING_BELOW_EXPECTED|CHANNELMAX_DEFAULT_MODEL_OVERWRITE_RISK|FINAL_DELAYED_READBACK_NOT_COMPLETE|GALLERY_CARD_WORDING_NOT_ESTABLISHED_BY_INPUTS|GALLERY_REBUILD_NOT_VERIFIED|LAUNCH_PROMOTION_NOT_OWNER_APPROVED_OR_APPLIED|MAIN_AUTHENTICITY_PROVENANCE_BLOCKED|MAIN_IMAGE_REPAIR_REQUIRED|STRUCTURED_ATTRIBUTES_LATEST_READBACK_REQUIRED|TEXT_LATEST_READBACK_REQUIRED,2026-07-19T00:35:37.000Z
44,GU-ASQ1-S7M6,B0H828GQLP,ACTIVE_COHORT_IN_SEALED_PLAN,REPAIR_REQUIRED,LOOSE_ICE_VISIBLE,BLOCKED_AUTHENTICITY_PROVENANCE,REBUILD_NOT_APPLIED,REBUILD_GALLERY,5,VERIFIED_POINT_IN_TIME,VERIFIED_POINT_IN_TIME,MATCH_EXPECTED_POINT_IN_TIME,85.99,85.99,74.75,LIVE_AUDIT,PROPOSED_NOT_OWNER_APPROVED_OR_APPLIED,A,COUPON_13,LIVE_DEFAULT_MODEL_OVERWRITE_RISK,B0H828GQLP,true,Default,85.99,76.88,93.36,NOT_PROVEN_IDEAL,MAIN_AUTHENTICITY_PROVENANCE_BLOCKED,AMAZON_PRICING_LATEST_READBACK_REQUIRED|CHANNELMAX_DEFAULT_MODEL_OVERWRITE_RISK|FINAL_DELAYED_READBACK_NOT_COMPLETE|GALLERY_CARD_WORDING_NOT_ESTABLISHED_BY_INPUTS|GALLERY_REBUILD_NOT_VERIFIED|LAUNCH_PROMOTION_NOT_OWNER_APPROVED_OR_APPLIED|MAIN_AUTHENTICITY_PROVENANCE_BLOCKED|MAIN_IMAGE_REPAIR_REQUIRED|STRUCTURED_ATTRIBUTES_LATEST_READBACK_REQUIRED|TEXT_LATEST_READBACK_REQUIRED,2026-07-19T00:35:37.000Z
45,GX-ASTJ-WHV3,B0H83XV9WX,ACTIVE_COHORT_IN_SEALED_PLAN,REPAIR_REQUIRED,CARTON_COUNT_MATH_MISMATCH|MISSING_RECIPE_COMPONENT,BLOCKED_AUTHENTICITY_PROVENANCE,REBUILD_NOT_APPLIED,REBUILD_GALLERY,7,VERIFIED_POINT_IN_TIME,VERIFIED_POINT_IN_TIME,NO_OFFER_POINT_IN_TIME,,76.99,66.95,LIVE_AUDIT,PROPOSED_NOT_OWNER_APPROVED_OR_APPLIED,B,SALEPRICE_13,LIVE_DEFAULT_MODEL_OVERWRITE_RISK,B0H83XV9WX,true,Default,0,77.64,94.27,NOT_PROVEN_IDEAL,MAIN_AUTHENTICITY_PROVENANCE_BLOCKED,AMAZON_PRICING_NO_OFFER|CHANNELMAX_DEFAULT_MODEL_OVERWRITE_RISK|FINAL_DELAYED_READBACK_NOT_COMPLETE|GALLERY_CARD_WORDING_NOT_ESTABLISHED_BY_INPUTS|GALLERY_REBUILD_NOT_VERIFIED|LAUNCH_PROMOTION_NOT_OWNER_APPROVED_OR_APPLIED|MAIN_AUTHENTICITY_PROVENANCE_BLOCKED|MAIN_IMAGE_REPAIR_REQUIRED|STRUCTURED_ATTRIBUTES_LATEST_READBACK_REQUIRED|TEXT_LATEST_READBACK_REQUIRED,2026-07-19T00:35:37.000Z
46,HA-ASCR-ME3A,B0H85V287S,ACTIVE_COHORT_IN_SEALED_PLAN,REPAIR_REQUIRED,CARTON_COUNT_MATH_MISMATCH,BLOCKED_AUTHENTICITY_PROVENANCE,REBUILD_NOT_APPLIED,REBUILD_GALLERY,7,VERIFIED_POINT_IN_TIME,VERIFIED_POINT_IN_TIME,NO_OFFER_POINT_IN_TIME,,76.99,66.95,LIVE_AUDIT,PROPOSED_NOT_OWNER_APPROVED_OR_APPLIED,A,COUPON_13,LIVE_DEFAULT_MODEL_OVERWRITE_RISK,B0H85V287S,true,Default,0,71.14,86.38,NOT_PROVEN_IDEAL,MAIN_AUTHENTICITY_PROVENANCE_BLOCKED,AMAZON_PRICING_NO_OFFER|CHANNELMAX_DEFAULT_MODEL_OVERWRITE_RISK|FINAL_DELAYED_READBACK_NOT_COMPLETE|GALLERY_CARD_WORDING_NOT_ESTABLISHED_BY_INPUTS|GALLERY_REBUILD_NOT_VERIFIED|LAUNCH_PROMOTION_NOT_OWNER_APPROVED_OR_APPLIED|MAIN_AUTHENTICITY_PROVENANCE_BLOCKED|MAIN_IMAGE_REPAIR_REQUIRED|STRUCTURED_ATTRIBUTES_LATEST_READBACK_REQUIRED|TEXT_LATEST_READBACK_REQUIRED,2026-07-19T00:35:37.000Z
47,HD-ASEQ-MFAY,B0H83QW85C,ACTIVE_COHORT_IN_SEALED_PLAN,REPAIR_REQUIRED,INDIVIDUAL_WRAPPER_HAS_CARTON_COUNT_BADGE|MINI_CARTON_PRESENTED_AS_WRAPPER,BLOCKED_AUTHENTICITY_PROVENANCE,KEEP_NO_WRITE_POINT_IN_TIME,KEEP,7,VERIFIED_POINT_IN_TIME,VERIFIED_POINT_IN_TIME,NO_OFFER_POINT_IN_TIME,,252.99,219.57,LIVE_AUDIT,PROPOSED_NOT_OWNER_APPROVED_OR_APPLIED,B,SALEPRICE_13,LIVE_DEFAULT_MODEL_OVERWRITE_RISK,B0H83QW85C,true,Default,0,271.91,330.16,NOT_PROVEN_IDEAL,MAIN_AUTHENTICITY_PROVENANCE_BLOCKED,AMAZON_PRICING_NO_OFFER|CHANNELMAX_DEFAULT_MODEL_OVERWRITE_RISK|FINAL_DELAYED_READBACK_NOT_COMPLETE|GALLERY_CARD_WORDING_NOT_ESTABLISHED_BY_INPUTS|GALLERY_LATEST_READBACK_REQUIRED|LAUNCH_PROMOTION_NOT_OWNER_APPROVED_OR_APPLIED|MAIN_AUTHENTICITY_PROVENANCE_BLOCKED|MAIN_IMAGE_REPAIR_REQUIRED|STRUCTURED_ATTRIBUTES_LATEST_READBACK_REQUIRED|TEXT_LATEST_READBACK_REQUIRED,2026-07-19T00:35:37.000Z
48,HR-AS7Q-7ZDF,B0H856RRRK,ACTIVE_COHORT_IN_SEALED_PLAN,REPAIR_REQUIRED,CARTON_COUNT_MATH_MISMATCH|FICTIONAL_OR_ALTERED_PACKAGE_ART,BLOCKED_AUTHENTICITY_PROVENANCE,REBUILD_NOT_APPLIED,REBUILD_GALLERY,7,VERIFIED_POINT_IN_TIME,VERIFIED_POINT_IN_TIME,MATCH_EXPECTED_POINT_IN_TIME,76.99,76.99,66.95,LIVE_AUDIT,PROPOSED_NOT_OWNER_APPROVED_OR_APPLIED,A,COUPON_13,LIVE_DEFAULT_MODEL_OVERWRITE_RISK,B0H856RRRK,true,Default,76.99,65.13,79.09,NOT_PROVEN_IDEAL,MAIN_AUTHENTICITY_PROVENANCE_BLOCKED,AMAZON_PRICING_LATEST_READBACK_REQUIRED|CHANNELMAX_DEFAULT_MODEL_OVERWRITE_RISK|FINAL_DELAYED_READBACK_NOT_COMPLETE|GALLERY_CARD_WORDING_NOT_ESTABLISHED_BY_INPUTS|GALLERY_REBUILD_NOT_VERIFIED|LAUNCH_PROMOTION_NOT_OWNER_APPROVED_OR_APPLIED|MAIN_AUTHENTICITY_PROVENANCE_BLOCKED|MAIN_IMAGE_REPAIR_REQUIRED|STRUCTURED_ATTRIBUTES_LATEST_READBACK_REQUIRED|TEXT_LATEST_READBACK_REQUIRED,2026-07-19T00:35:37.000Z
49,HU-ASMI-DN3X,B0H82YMT6K,ACTIVE_COHORT_IN_SEALED_PLAN,REPAIR_REQUIRED,INDIVIDUAL_WRAPPER_HAS_CARTON_COUNT_BADGE|MINI_CARTON_PRESENTED_AS_WRAPPER,BLOCKED_AUTHENTICITY_PROVENANCE,KEEP_NO_WRITE_POINT_IN_TIME,KEEP,7,VERIFIED_POINT_IN_TIME,VERIFIED_POINT_IN_TIME,NO_OFFER_POINT_IN_TIME,,85.99,74.75,LIVE_AUDIT,PROPOSED_NOT_OWNER_APPROVED_OR_APPLIED,B,SALEPRICE_13,LIVE_DEFAULT_MODEL_OVERWRITE_RISK,B0H82YMT6K,true,Default,0,97.51,118.4,NOT_PROVEN_IDEAL,MAIN_AUTHENTICITY_PROVENANCE_BLOCKED,AMAZON_PRICING_NO_OFFER|CHANNELMAX_DEFAULT_MODEL_OVERWRITE_RISK|FINAL_DELAYED_READBACK_NOT_COMPLETE|GALLERY_CARD_WORDING_NOT_ESTABLISHED_BY_INPUTS|GALLERY_LATEST_READBACK_REQUIRED|LAUNCH_PROMOTION_NOT_OWNER_APPROVED_OR_APPLIED|MAIN_AUTHENTICITY_PROVENANCE_BLOCKED|MAIN_IMAGE_REPAIR_REQUIRED|STRUCTURED_ATTRIBUTES_LATEST_READBACK_REQUIRED|TEXT_LATEST_READBACK_REQUIRED,2026-07-19T00:35:37.000Z
